,證券代號,證券名稱,買進股數,賣出股數,買賣超股數
64,1477  ,聚陽            ,"78,000","7,000","71,000"
65,2308  ,台達電          ,"80,677","12,000","68,677"
66,3029  ,零壹            ,"57,000",0,"57,000"
67,6196  ,帆宣            ,"57,000",0,"57,000"
68,3044  ,健鼎            ,"192,000","136,000","56,000"
69,1442  ,名軒            ,"50,000",0,"50,000"
70,2313  ,華通            ,"50,000",0,"50,000"
71,6768  ,志強-KY         ,"44,000",0,"44,000"
72,4576  ,大銀微系統      ,"41,000",0,"41,000"
73,8112  ,至上            ,"263,000","223,644","39,356"
74,3596  ,智易            ,"91,000","56,000","35,000"
75,2211  ,長榮鋼          ,"32,000","7,000","25,000"
76,2059  ,川湖            ,"23,000",0,"23,000"
77,2401  ,凌陽            ,"24,000","1,000","23,000"
78,6505  ,台塑化          ,"23,000",0,"23,000"
79,9941  ,裕融            ,"26,000","3,000","23,000"
80,2328  ,廣宇            ,"19,000",0,"19,000"
81,3661  ,世芯-KY         ,"19,094","1,000","18,094"
82,3706  ,神達            ,"18,000",0,"18,000"
83,2404  ,漢唐            ,"67,000","53,000","14,000"
84,3059  ,華晶科          ,"14,000",0,"14,000"
85,3189  ,景碩            ,"13,000",0,"13,000"
86,2348  ,海悅            ,"12,000",0,"12,000"
87,5434  ,崇越            ,"15,000","4,000","11,000"
88,2365  ,昆盈            ,"10,000",0,"10,000"
89,6515  ,穎崴            ,"10,000",0,"10,000"
90,2464  ,盟立            ,"9,000",0,"9,000"
91,2436  ,偉詮電          ,"8,000","1,000","7,000"
92,2888  ,新光金          ,"7,000",0,"7,000"
93,1795  ,美時            ,"6,000",0,"6,000"
94,2207  ,和泰車          ,"5,000",0,"5,000"
95,2337  ,旺宏            ,"6,000","1,000","5,000"
96,2480  ,敦陽科          ,"5,000",0,"5,000"
97,2834  ,臺企銀          ,"5,000",0,"5,000"
98,3406  ,玉晶光          ,"5,000",0,"5,000"
99,6789  ,采鈺            ,"5,000",0,"5,000"
100,1736  ,喬山            ,"4,000",0,"4,000"
101,2231  ,為升            ,"4,000",0,"4,000"
102,2417  ,圓剛            ,"4,000",0,"4,000"
103,2453  ,凌群            ,"4,000",0,"4,000"
104,3694  ,海華            ,"4,000",0,"4,000"
105,8114  ,振樺電          ,"4,000",0,"4,000"
106,1597  ,直得            ,"3,000",0,"3,000"
107,2323  ,中環            ,"3,000",0,"3,000"
108,3617  ,碩天            ,"3,000",0,"3,000"
109,4952  ,凌通            ,"3,000",0,"3,000"
110,4977  ,眾達-KY         ,"3,000",0,"3,000"
111,6442  ,光聖            ,"3,000",0,"3,000"
112,6691  ,洋基工程        ,"4,000","1,140","2,860"
113,2233  ,宇隆            ,"2,000",0,"2,000"
114,2250  ,IKKA-KY         ,"2,000",0,"2,000"
115,4912  ,聯德控股-KY     ,"2,000",0,"2,000"
116,5203  ,訊連            ,"2,000",0,"2,000"
117,8374  ,羅昇            ,"2,000",0,"2,000"
118,1229  ,聯華            ,"1,458",0,"1,458"
119,1590  ,亞德客-KY       ,"1,173",0,"1,173"
120,3008  ,大立光          ,"4,121","3,000","1,121"
121,1605  ,華新            ,"1,000",0,"1,000"
122,3006  ,晶豪科          ,"1,000",0,"1,000"
123,1476  ,儒鴻            ,234,0,234
124,6409  ,旭隼            ,89,0,89
125,6285  ,啟碁            ,"30,000","3,126,000","-3,096,000"
126,2903  ,遠百            ,0,"1,737,537","-1,737,537"
127,2449  ,京元電子        ,"237,416","1,911,000","-1,673,584"
128,2303  ,聯電            ,"2,290,826","3,403,779","-1,112,953"
129,2855  ,統一證          ,0,"1,062,425","-1,062,425"
130,2360  ,致茂            ,"1,000","1,053,000","-1,052,000"
131,2382  ,廣達            ,"209,000","1,126,499","-917,499"
132,9933  ,中鼎            ,0,"911,000","-911,000"
133,2377  ,微星            ,"102,000","785,000","-683,000"
134,3702  ,大聯大          ,"161,000","790,663","-629,663"
135,1301  ,台塑            ,"57,000","611,235","-554,235"
136,3376  ,新日興          ,"160,000","707,000","-547,000"
137,2317  ,鴻海            ,"217,000","754,214","-537,214"
138,2353  ,宏碁            ,"307,000","837,000","-530,000"
139,6278  ,台表科          ,"31,000","543,633","-512,633"
140,2347  ,聯強            ,"10,000","456,972","-446,972"
141,6239  ,力成            ,"8,889","448,698","-439,809"
142,6271  ,同欣電          ,"9,000","419,000","-410,000"
143,4938  ,和碩            ,"316,000","705,603","-389,603"
144,3711  ,日月光投控      ,"385,000","762,543","-377,543"
145,2889  ,國票金          ,0,"320,000","-320,000"
146,3045  ,台灣大          ,"642,000","911,000","-269,000"
147,2409  ,友達            ,"9,000","276,573","-267,573"
148,2504  ,國產            ,"374,000","638,000","-264,000"
149,9802  ,鈺齊-KY         ,"6,000","264,000","-258,000"
150,9904  ,寶成            ,"5,000","242,000","-237,000"
151,2618  ,長榮航          ,"121,000","349,000","-228,000"
152,3034  ,聯詠            ,"209,728","432,585","-222,857"
153,5388  ,中磊            ,"384,000","599,000","-215,000"
154,1308  ,亞聚            ,0,"210,132","-210,132"
155,5234  ,達興材料        ,0,"191,992","-191,992"
156,2014  ,中鴻            ,0,"172,900","-172,900"
157,2345  ,智邦            ,"255,000","410,000","-155,000"
158,6472  ,保瑞            ,"60,000","214,000","-154,000"
159,2474  ,可成            ,"54,796","206,369","-151,573"
160,3005  ,神基            ,0,"150,000","-150,000"
161,3033  ,威健            ,0,"148,278","-148,278"
162,6191  ,精成科          ,0,"139,000","-139,000"
163,8150  ,南茂            ,0,"137,700","-137,700"
164,2015  ,豐興            ,0,"134,000","-134,000"
165,2915  ,潤泰全          ,0,"127,000","-127,000"
166,2492  ,華新科          ,0,"125,000","-125,000"
167,2301  ,光寶科          ,"444,000","567,000","-123,000"
168,3703  ,欣陸            ,0,"121,148","-121,148"
169,3042  ,晶技            ,"5,000","119,869","-114,869"
170,3013  ,晟銘電          ,0,"112,000","-112,000"
171,8215  ,明基材          ,0,"111,479","-111,479"
172,2352  ,佳世達          ,0,"106,801","-106,801"
173,6269  ,台郡            ,0,"105,360","-105,360"
174,2376  ,技嘉            ,"143,000","240,000","-97,000"
175,2809  ,京城銀          ,"15,000","106,059","-91,059"
176,2606  ,裕民            ,"57,000","145,353","-88,353"
177,1712  ,興農            ,0,"87,405","-87,405"
178,3014  ,聯陽            ,0,"82,135","-82,135"
179,3533  ,嘉澤            ,"4,119","83,000","-78,881"
180,2451  ,創見            ,0,"78,610","-78,610"
181,4904  ,遠傳            ,"809,074","886,000","-76,926"
182,2520  ,冠德            ,0,"76,350","-76,350"
183,8210  ,勤誠            ,0,"76,000","-76,000"
184,6790  ,永豐實          ,0,"75,063","-75,063"
185,9924  ,福興            ,0,"67,279","-67,279"
186,6024  ,群益期          ,0,"64,879","-64,879"
187,3015  ,全漢            ,0,"63,112","-63,112"
188,2204  ,中華            ,0,"61,834","-61,834"
189,6781  ,AES-KY          ,"13,000","71,000","-58,000"
190,8016  ,矽創            ,0,"56,492","-56,492"
191,2006  ,東和鋼鐵        ,0,"55,196","-55,196"
192,00850 ,元大臺灣ESG永續 ,0,"50,000","-50,000"
193,6189  ,豐藝            ,0,"49,000","-49,000"
194,2458  ,義隆            ,"1,000","48,479","-47,479"
195,2609  ,陽明            ,"43,000","90,000","-47,000"
196,3545  ,敦泰            ,0,"46,496","-46,496"
197,6257  ,矽格            ,0,"45,028","-45,028"
198,6412  ,群電            ,0,"45,000","-45,000"
199,2208  ,台船            ,0,"42,000","-42,000"
200,4961  ,天鈺            ,0,"39,861","-39,861"
201,3037  ,欣興            ,"22,630","61,000","-38,370"
202,5522  ,遠雄            ,"53,000","89,925","-36,925"
203,3010  ,華立            ,"58,000","93,115","-35,115"
204,1326  ,台化            ,"55,000","89,155","-34,155"
205,5871  ,中租-KY         ,"34,886","68,887","-34,001"
206,2002  ,中鋼            ,"183,000","215,362","-32,362"
207,5269  ,祥碩            ,"7,044","39,000","-31,956"
208,8046  ,南電            ,"11,000","42,038","-31,038"
209,6176  ,瑞儀            ,"171,000","193,834","-22,834"
210,3583  ,辛耘            ,0,"22,000","-22,000"
211,2634  ,漢翔            ,0,"21,000","-21,000"
212,1303  ,南亞            ,"87,000","107,639","-20,639"
213,8163  ,達方            ,0,"20,421","-20,421"
214,6414  ,樺漢            ,"14,000","32,000","-18,000"
215,2344  ,華邦電          ,"1,000","17,000","-16,000"
216,2548  ,華固            ,0,"15,000","-15,000"
217,2645  ,長榮航太        ,0,"14,000","-14,000"
218,4906  ,正文            ,0,"14,000","-14,000"
219,6805  ,富世達          ,0,"13,000","-13,000"
220,3209  ,全科            ,0,"12,483","-12,483"
221,6770  ,力積電          ,0,"11,000","-11,000"
222,5471  ,松翰            ,0,"10,584","-10,584"
223,3090  ,日電貿          ,0,"10,277","-10,277"
224,3592  ,瑞鼎            ,"1,000","11,228","-10,228"
225,1513  ,中興電          ,0,"10,000","-10,000"
226,6415  ,矽力*-KY        ,0,"9,000","-9,000"
227,8070  ,長華*           ,0,"8,733","-8,733"
228,3023  ,信邦            ,0,"8,000","-8,000"
229,2206  ,三陽工業        ,0,"7,000","-7,000"
230,6005  ,群益證          ,"160,000","167,000","-7,000"
231,2387  ,精元            ,0,"6,937","-6,937"
232,2420  ,新巨            ,0,"6,905","-6,905"
233,1582  ,信錦            ,0,"5,000","-5,000"
234,2439  ,美律            ,0,"5,000","-5,000"
235,3022  ,威強電          ,0,"5,000","-5,000"
236,9910  ,豐泰            ,"1,000","6,000","-5,000"
237,8081  ,致新            ,0,"4,837","-4,837"
238,8261  ,富鼎            ,0,"4,706","-4,706"
239,2388  ,威盛            ,"1,000","5,000","-4,000"
240,3532  ,台勝科          ,0,"4,000","-4,000"
241,4763  ,材料-KY         ,0,"4,000","-4,000"
242,6214  ,精誠            ,0,"4,000","-4,000"
243,6753  ,龍德造船        ,0,"4,000","-4,000"
244,1722  ,台肥            ,0,"3,000","-3,000"
245,2408  ,南亞科          ,"1,000","4,000","-3,000"
246,2637  ,慧洋-KY         ,"5,000","8,000","-3,000"
247,3481  ,群創            ,"3,000","6,000","-3,000"
248,4958  ,臻鼎-KY         ,0,"3,000","-3,000"
249,6139  ,亞翔            ,"1,000","4,000","-3,000"
250,6670  ,復盛應用        ,"10,000","12,519","-2,519"
251,8271  ,宇瞻            ,0,"2,206","-2,206"
252,2363  ,矽統            ,0,"2,000","-2,000"
253,5222  ,全訊            ,0,"2,000","-2,000"
254,8454  ,富邦媒          ,0,"2,000","-2,000"
255,2385  ,群光            ,"256,000","257,936","-1,936"
256,9940  ,信義            ,0,"1,825","-1,825"
257,3038  ,全台            ,0,"1,223","-1,223"
258,1535  ,中宇            ,0,"1,121","-1,121"
259,5284  ,jpp-KY          ,0,"1,000","-1,000"
260,6202  ,盛群            ,0,"1,000","-1,000"
261,6531  ,愛普*           ,0,"1,000","-1,000"
262,8422  ,可寧衛          ,0,658,-658
263,6669  ,緯穎            ,"11,500","12,000",-500
