,證券代號,證券名稱,買進股數,賣出股數,買賣超股數
35,1101  ,台泥            ,"215,000","3,361","211,639"
36,2618  ,長榮航          ,"382,152","184,000","198,152"
37,3443  ,創意            ,"200,000","3,042","196,958"
38,2365  ,昆盈            ,"196,000",0,"196,000"
39,8046  ,南電            ,"207,000","17,316","189,684"
40,2464  ,盟立            ,"167,000",0,"167,000"
41,3376  ,新日興          ,"166,000",0,"166,000"
42,6271  ,同欣電          ,"179,000","13,000","166,000"
43,6472  ,保瑞            ,"155,000",0,"155,000"
44,2345  ,智邦            ,"155,000","1,966","153,034"
45,2801  ,彰銀            ,"149,797",0,"149,797"
46,2313  ,華通            ,"1,009,000","860,000","149,000"
47,4968  ,立積            ,"147,000",0,"147,000"
48,2324  ,仁寶            ,"255,000","117,000","138,000"
49,2882  ,國泰金          ,"170,006","38,000","132,006"
50,6526  ,達發            ,"127,000",0,"127,000"
51,2884  ,玉山金          ,"133,200","15,641","117,559"
52,6789  ,采鈺            ,"113,000",0,"113,000"
53,5871  ,中租-KY         ,"175,000","65,972","109,028"
54,2059  ,川湖            ,"107,000",0,"107,000"
55,2002  ,中鋼            ,"106,000",0,"106,000"
56,9939  ,宏全            ,"121,000","16,355","104,645"
57,0050  ,元大台灣50      ,"600,000","496,000","104,000"
58,3645  ,達邁            ,"102,000",0,"102,000"
59,2504  ,國產            ,"100,000","1,000","99,000"
60,3533  ,嘉澤            ,"108,000","11,046","96,954"
61,2395  ,研華            ,"91,000",238,"90,762"
62,2231  ,為升            ,"89,000",0,"89,000"
63,2480  ,敦陽科          ,"90,000","1,000","89,000"
64,2417  ,圓剛            ,"87,000",0,"87,000"
65,6112  ,邁達特          ,"87,000",0,"87,000"
66,3406  ,玉晶光          ,"86,000",0,"86,000"
67,6415  ,矽力*-KY        ,"85,000",0,"85,000"
68,3592  ,瑞鼎            ,"85,000",384,"84,616"
69,3694  ,海華            ,"84,000",0,"84,000"
70,5880  ,合庫金          ,"83,254",0,"83,254"
71,2881  ,富邦金          ,"125,297","43,800","81,497"
72,2454  ,聯發科          ,"251,900","177,162","74,738"
73,5269  ,祥碩            ,"75,000","2,000","73,000"
74,6005  ,群益證          ,"170,000","97,000","73,000"
75,6691  ,洋基工程        ,"74,000","1,380","72,620"
76,2356  ,英業達          ,"166,000","94,000","72,000"
77,3481  ,群創            ,"75,000","3,865","71,135"
78,1597  ,直得            ,"70,000",0,"70,000"
79,4576  ,大銀微系統      ,"70,000",0,"70,000"
80,2453  ,凌群            ,"68,000",0,"68,000"
81,2455  ,全新            ,"649,000","583,500","65,500"
82,6442  ,光聖            ,"63,000",0,"63,000"
83,2883  ,凱基金          ,"130,000","69,000","61,000"
84,2348  ,海悅            ,"60,000",0,"60,000"
85,6438  ,迅得            ,"189,000","129,000","60,000"
86,2603  ,長榮            ,"56,120","1,000","55,120"
87,4952  ,凌通            ,"55,000",0,"55,000"
88,5203  ,訊連            ,"51,000",0,"51,000"
89,8374  ,羅昇            ,"46,000",0,"46,000"
90,2233  ,宇隆            ,"45,000",0,"45,000"
91,4912  ,聯德控股-KY     ,"45,000",0,"45,000"
92,5234  ,達興材料        ,"160,000","119,000","41,000"
93,2409  ,友達            ,"71,000","30,514","40,486"
94,2609  ,陽明            ,"35,132",0,"35,132"
95,1303  ,南亞            ,"33,769",0,"33,769"
96,1216  ,統一            ,"92,000","59,000","33,000"
97,1326  ,台化            ,"31,173",0,"31,173"
98,1519  ,華城            ,"30,000",110,"29,890"
99,2344  ,華邦電          ,"31,000","1,502","29,498"
100,2376  ,技嘉            ,"35,000","7,000","28,000"
101,9941  ,裕融            ,"32,000","4,000","28,000"
102,1301  ,台塑            ,"26,463",0,"26,463"
103,5434  ,崇越            ,"35,000","10,000","25,000"
104,2834  ,臺企銀          ,"24,741",0,"24,741"
105,1605  ,華新            ,"25,366","1,910","23,456"
106,6515  ,穎崴            ,"23,000","1,000","22,000"
107,4746  ,台耀            ,"20,000",0,"20,000"
108,6919  ,康霈*           ,"20,000",0,"20,000"
109,2615  ,萬海            ,"19,339",0,"19,339"
110,1773  ,勝一            ,"15,000",0,"15,000"
111,2250  ,IKKA-KY         ,"15,000",0,"15,000"
112,2809  ,京城銀          ,"58,000","43,573","14,427"
113,3653  ,健策            ,"69,000","55,050","13,950"
114,2610  ,華航            ,"44,615","32,000","12,615"
115,6669  ,緯穎            ,"35,000","22,754","12,246"
116,2408  ,南亞科          ,"12,000",0,"12,000"
117,2354  ,鴻準            ,"11,000",677,"10,323"
118,0052  ,富邦科技        ,"10,000",0,"10,000"
119,2352  ,佳世達          ,"14,000","4,027","9,973"
120,2327  ,國巨            ,"16,000","7,228","8,772"
121,9917  ,中保科          ,"12,000","4,000","8,000"
122,8210  ,勤誠            ,"7,000",0,"7,000"
123,6505  ,台塑化          ,"6,000",0,"6,000"
124,3008  ,大立光          ,"6,000",52,"5,948"
125,2912  ,統一超          ,"6,666","2,600","4,066"
126,2207  ,和泰車          ,"2,000",0,"2,000"
127,2388  ,威盛            ,"2,000",0,"2,000"
128,1476  ,儒鴻            ,"1,855",0,"1,855"
129,9910  ,豐泰            ,"5,692","4,000","1,692"
130,6531  ,愛普*           ,"1,000",0,"1,000"
131,2890  ,永豐金          ,"400,123","2,671,000","-2,270,877"
132,2903  ,遠百            ,0,"1,423,815","-1,423,815"
133,2201  ,裕隆            ,0,"1,400,000","-1,400,000"
134,2885  ,元大金          ,"306,940","1,536,000","-1,229,060"
135,2360  ,致茂            ,0,"1,204,208","-1,204,208"
136,2308  ,台達電          ,"303,800","1,443,633","-1,139,833"
137,2637  ,慧洋-KY         ,0,"1,064,000","-1,064,000"
138,5388  ,中磊            ,0,"983,000","-983,000"
139,3702  ,大聯大          ,"171,000","1,138,097","-967,097"
140,2317  ,鴻海            ,"180,000","1,137,221","-957,221"
141,3706  ,神達            ,"9,000","900,000","-891,000"
142,1319  ,東陽            ,"18,000","899,206","-881,206"
143,3037  ,欣興            ,"21,600","851,620","-830,020"
144,2449  ,京元電子        ,"211,000","1,040,000","-829,000"
145,4904  ,遠傳            ,"87,000","909,000","-822,000"
146,2855  ,統一證          ,0,"812,253","-812,253"
147,3045  ,台灣大          ,"65,000","823,000","-758,000"
148,5521  ,工信            ,0,"758,000","-758,000"
149,6285  ,啟碁            ,"22,000","768,178","-746,178"
150,1307  ,三芳            ,0,"696,000","-696,000"
151,2353  ,宏碁            ,"44,000","710,000","-666,000"
152,2347  ,聯強            ,"78,000","709,992","-631,992"
153,4938  ,和碩            ,"30,000","656,514","-626,514"
154,3711  ,日月光投控      ,"400,000","973,558","-573,558"
155,9938  ,百和            ,0,"554,000","-554,000"
156,3715  ,定穎投控        ,0,"533,000","-533,000"
157,2105  ,正新            ,"118,000","627,894","-509,894"
158,2301  ,光寶科          ,"103,000","604,033","-501,033"
159,2495  ,普安            ,0,"490,000","-490,000"
160,3017  ,奇鋐            ,"160,000","640,000","-480,000"
161,1102  ,亞泥            ,"200,000","651,375","-451,375"
162,2377  ,微星            ,"60,000","511,327","-451,327"
163,9933  ,中鼎            ,0,"450,000","-450,000"
164,3036  ,文曄            ,"6,000","433,000","-427,000"
165,2030  ,彰源            ,0,"426,000","-426,000"
166,4915  ,致伸            ,0,"391,890","-391,890"
167,2385  ,群光            ,"6,000","383,979","-377,979"
168,2399  ,映泰            ,0,"342,000","-342,000"
169,9904  ,寶成            ,"24,308","362,000","-337,692"
170,8404  ,百和興業-KY     ,0,"329,000","-329,000"
171,1736  ,喬山            ,0,"318,000","-318,000"
172,9935  ,慶豐富          ,0,"315,000","-315,000"
173,3005  ,神基            ,"4,000","316,000","-312,000"
174,6278  ,台表科          ,"32,000","341,397","-309,397"
175,2357  ,華碩            ,"183,000","469,538","-286,538"
176,3013  ,晟銘電          ,0,"269,000","-269,000"
177,2038  ,海光            ,0,"249,000","-249,000"
178,2477  ,美隆電          ,0,"248,000","-248,000"
179,1524  ,耿鼎            ,0,"241,000","-241,000"
180,2382  ,廣達            ,"98,000","326,589","-228,589"
181,5243  ,乙盛-KY         ,0,"228,000","-228,000"
182,1795  ,美時            ,0,"227,000","-227,000"
183,2420  ,新巨            ,0,"221,303","-221,303"
184,6239  ,力成            ,"7,000","217,233","-210,233"
185,3622  ,洋華            ,0,"207,000","-207,000"
186,1727  ,中華化          ,0,"194,000","-194,000"
187,1560  ,中砂            ,"12,000","200,000","-188,000"
188,2436  ,偉詮電          ,0,"188,000","-188,000"
189,1504  ,東元            ,"73,710","250,726","-177,016"
190,8996  ,高力            ,"7,000","179,000","-172,000"
191,8112  ,至上            ,0,"158,229","-158,229"
192,3021  ,鴻名            ,0,"158,000","-158,000"
193,4935  ,茂林-KY         ,0,"158,000","-158,000"
194,6216  ,居易            ,0,"145,000","-145,000"
195,8249  ,菱光            ,0,"144,000","-144,000"
196,1540  ,喬福            ,0,"140,000","-140,000"
197,6768  ,志強-KY         ,0,"140,000","-140,000"
198,3167  ,大量            ,0,"139,000","-139,000"
199,1402  ,遠東新          ,"185,000","323,000","-138,000"
200,6224  ,聚鼎            ,0,"136,000","-136,000"
201,2033  ,佳大            ,0,"135,000","-135,000"
202,5876  ,上海商銀        ,"203,199","335,000","-131,801"
203,2915  ,潤泰全          ,0,"130,000","-130,000"
204,2613  ,中櫃            ,0,"128,000","-128,000"
205,6890  ,來億-KY         ,"9,000","135,000","-126,000"
206,8114  ,振樺電          ,0,"120,000","-120,000"
207,2889  ,國票金          ,0,"117,000","-117,000"
208,3588  ,通嘉            ,0,"115,000","-115,000"
209,2015  ,豐興            ,0,"105,000","-105,000"
210,6782  ,視陽            ,0,"105,000","-105,000"
211,3044  ,健鼎            ,"63,000","165,000","-102,000"
212,6605  ,帝寶            ,0,"100,000","-100,000"
213,4763  ,材料-KY         ,"20,000","117,000","-97,000"
214,6176  ,瑞儀            ,"66,000","146,180","-80,180"
215,6446  ,藥華藥          ,"11,000","88,000","-77,000"
216,4571  ,鈞興-KY         ,0,"75,000","-75,000"
217,6243  ,迅杰            ,0,"75,000","-75,000"
218,8467  ,波力-KY         ,0,"75,000","-75,000"
219,3617  ,碩天            ,0,"73,000","-73,000"
220,6830  ,汎銓            ,0,"71,000","-71,000"
221,4557  ,永新-KY         ,0,"69,000","-69,000"
222,5284  ,jpp-KY          ,0,"66,000","-66,000"
223,3010  ,華立            ,0,"57,170","-57,170"
224,3042  ,晶技            ,"37,000","92,404","-55,404"
225,2412  ,中華電          ,"67,000","122,140","-55,140"
226,3034  ,聯詠            ,"234,000","288,502","-54,502"
227,7722  ,LINEPAY         ,"8,000","62,000","-54,000"
228,6863  ,永道-KY         ,0,"53,000","-53,000"
229,1477  ,聚陽            ,"27,600","80,000","-52,400"
230,3596  ,智易            ,0,"52,000","-52,000"
231,6805  ,富世達          ,0,"50,500","-50,500"
232,6719  ,力智            ,0,"39,000","-39,000"
233,3014  ,聯陽            ,0,"38,354","-38,354"
234,6269  ,台郡            ,0,"36,581","-36,581"
235,3413  ,京鼎            ,0,"36,000","-36,000"
236,8016  ,矽創            ,0,"34,714","-34,714"
237,4961  ,天鈺            ,0,"34,621","-34,621"
238,2606  ,裕民            ,0,"34,000","-34,000"
239,2474  ,可成            ,"142,000","173,093","-31,093"
240,6414  ,樺漢            ,0,"29,000","-29,000"
241,2006  ,東和鋼鐵        ,0,"27,000","-27,000"
242,4958  ,臻鼎-KY         ,"6,000","32,000","-26,000"
243,2204  ,中華            ,0,"25,441","-25,441"
244,2458  ,義隆            ,0,"24,000","-24,000"
245,6189  ,豐藝            ,0,"23,000","-23,000"
246,6412  ,群電            ,0,"23,000","-23,000"
247,2451  ,創見            ,0,"22,565","-22,565"
248,3033  ,威健            ,0,"20,114","-20,114"
249,2548  ,華固            ,0,"20,000","-20,000"
250,4551  ,智伸科          ,0,"20,000","-20,000"
251,8150  ,南茂            ,0,"15,664","-15,664"
252,2393  ,億光            ,"423,000","438,000","-15,000"
253,6139  ,亞翔            ,0,"13,000","-13,000"
254,1513  ,中興電          ,0,"12,236","-12,236"
255,6706  ,惠特            ,0,"12,000","-12,000"
256,3023  ,信邦            ,0,"9,116","-9,116"
257,2206  ,三陽工業        ,0,"8,000","-8,000"
258,8163  ,達方            ,0,"7,631","-7,631"
259,1210  ,大成            ,0,"6,000","-6,000"
260,4906  ,正文            ,0,"6,000","-6,000"
261,1712  ,興農            ,0,"5,314","-5,314"
262,3209  ,全科            ,0,"4,163","-4,163"
263,3090  ,日電貿          ,0,"4,094","-4,094"
264,2211  ,長榮鋼          ,0,"4,000","-4,000"
265,8454  ,富邦媒          ,0,"4,000","-4,000"
266,8070  ,長華*           ,0,"3,913","-3,913"
267,8081  ,致新            ,0,"3,613","-3,613"
268,5471  ,松翰            ,0,"3,530","-3,530"
269,2208  ,台船            ,0,"3,000","-3,000"
270,2441  ,超豐            ,0,"3,000","-3,000"
271,2850  ,新產            ,0,"3,000","-3,000"
272,3583  ,辛耘            ,0,"3,000","-3,000"
273,2387  ,精元            ,0,"2,314","-2,314"
274,1582  ,信錦            ,0,"2,000","-2,000"
275,2329  ,華泰            ,0,"2,000","-2,000"
276,2439  ,美律            ,0,"2,000","-2,000"
277,2634  ,漢翔            ,0,"2,000","-2,000"
278,3022  ,威強電          ,0,"2,000","-2,000"
279,3532  ,台勝科          ,0,"2,000","-2,000"
280,6177  ,達麗            ,0,"2,000","-2,000"
281,6214  ,精誠            ,0,"2,000","-2,000"
282,6670  ,復盛應用        ,0,"2,000","-2,000"
283,3545  ,敦泰            ,0,"1,675","-1,675"
284,8261  ,富鼎            ,0,"1,570","-1,570"
285,8271  ,宇瞻            ,0,"1,114","-1,114"
286,2371  ,大同            ,0,"1,019","-1,019"
287,3029  ,零壹            ,0,"1,000","-1,000"
288,4536  ,拓凱            ,0,"1,000","-1,000"
289,4766  ,南寶            ,0,"1,000","-1,000"
290,4919  ,新唐            ,0,"1,000","-1,000"
291,5534  ,長虹            ,0,"1,000","-1,000"
292,9906  ,欣巴巴          ,0,"1,000","-1,000"
293,3015  ,全漢            ,0,966,-966
294,9940  ,信義            ,0,922,-922
295,9924  ,福興            ,0,667,-667
296,3038  ,全台            ,0,617,-617
297,1535  ,中宇            ,0,566,-566
298,6024  ,群益期          ,0,413,-413
299,8422  ,可寧衛          ,0,332,-332
300,1503  ,士電            ,0,171,-171
301,6409  ,旭隼            ,0,34,-34
302,3661  ,世芯-KY         ,"29,000","29,000",0
