,證券代號,證券名稱,買進股數,賣出股數,買賣超股數
52,2324  ,仁寶            ,"196,000","8,097","187,903"
53,2308  ,台達電          ,"189,000","2,041","186,959"
54,6285  ,啟碁            ,"213,000","33,000","180,000"
55,2498  ,宏達電          ,"180,000",218,"179,782"
56,5871  ,中租-KY         ,"200,000","20,906","179,094"
57,6271  ,同欣電          ,"175,000",0,"175,000"
58,6451  ,訊芯-KY         ,"197,000","30,000","167,000"
59,2464  ,盟立            ,"164,000",0,"164,000"
60,3376  ,新日興          ,"162,000",0,"162,000"
61,2615  ,萬海            ,"148,000",0,"148,000"
62,2801  ,彰銀            ,"145,000",664,"144,336"
63,2606  ,裕民            ,"141,000","10,000","131,000"
64,00882 ,中信中國高股息  ,"130,000",0,"130,000"
65,2356  ,英業達          ,"128,000","7,000","121,000"
66,2395  ,研華            ,"114,000",500,"113,500"
67,9904  ,寶成            ,"103,000",0,"103,000"
68,3645  ,達邁            ,"100,000",0,"100,000"
69,6789  ,采鈺            ,"96,000",0,"96,000"
70,3005  ,神基            ,"280,000","188,000","92,000"
71,2231  ,為升            ,"88,000",0,"88,000"
72,2480  ,敦陽科          ,"88,000",0,"88,000"
73,2417  ,圓剛            ,"86,000",0,"86,000"
74,6112  ,邁達特          ,"85,000",0,"85,000"
75,3694  ,海華            ,"82,000",0,"82,000"
76,2105  ,正新            ,"109,000","29,000","80,000"
77,3596  ,智易            ,"87,000","12,000","75,000"
78,6691  ,洋基工程        ,"73,000",761,"72,239"
79,1597  ,直得            ,"69,000",0,"69,000"
80,4576  ,大銀微系統      ,"69,000",0,"69,000"
81,4977  ,眾達-KY         ,"69,000",0,"69,000"
82,3406  ,玉晶光          ,"83,000","15,000","68,000"
83,2453  ,凌群            ,"67,000",0,"67,000"
84,3703  ,欣陸            ,"67,000",0,"67,000"
85,8163  ,達方            ,"77,000","11,387","65,613"
86,6442  ,光聖            ,"63,000",0,"63,000"
87,8112  ,至上            ,"89,000","31,606","57,394"
88,2348  ,海悅            ,"59,000","2,000","57,000"
89,4968  ,立積            ,"55,000",0,"55,000"
90,4952  ,凌通            ,"53,000",0,"53,000"
91,2881  ,富邦金          ,"62,000","9,079","52,921"
92,2454  ,聯發科          ,"113,000","60,718","52,282"
93,5269  ,祥碩            ,"80,000","29,000","51,000"
94,6526  ,達發            ,"51,000",0,"51,000"
95,5203  ,訊連            ,"49,000",0,"49,000"
96,1532  ,勤美            ,"47,000",0,"47,000"
97,3661  ,世芯-KY         ,"47,000",0,"47,000"
98,2504  ,國產            ,"50,000","4,000","46,000"
99,6919  ,康霈*           ,"46,000",0,"46,000"
100,8374  ,羅昇            ,"46,000",0,"46,000"
101,6191  ,精成科          ,"70,000","25,000","45,000"
102,4912  ,聯德控股-KY     ,"43,000",0,"43,000"
103,2233  ,宇隆            ,"35,000",0,"35,000"
104,8131  ,福懋科          ,"22,000",0,"22,000"
105,2382  ,廣達            ,"111,000","90,651","20,349"
106,6446  ,藥華藥          ,"20,000",0,"20,000"
107,6669  ,緯穎            ,"25,300","6,000","19,300"
108,2376  ,技嘉            ,"22,000","4,000","18,000"
109,2377  ,微星            ,"37,000","19,000","18,000"
110,7722  ,LINEPAY         ,"17,000",0,"17,000"
111,2250  ,IKKA-KY         ,"14,000",0,"14,000"
112,6472  ,保瑞            ,"13,000",0,"13,000"
113,6415  ,矽力*-KY        ,"9,000",0,"9,000"
114,6515  ,穎崴            ,"6,000",0,"6,000"
115,1590  ,亞德客-KY       ,"4,000",0,"4,000"
116,6139  ,亞翔            ,"7,000","4,000","3,000"
117,6592A ,和潤企業甲特    ,"1,000",0,"1,000"
118,2890  ,永豐金          ,"235,000","2,461,750","-2,226,750"
119,2885  ,元大金          ,"532,000","2,638,000","-2,106,000"
120,2903  ,遠百            ,0,"1,460,000","-1,460,000"
121,2201  ,裕隆            ,0,"1,458,000","-1,458,000"
122,2360  ,致茂            ,0,"1,328,000","-1,328,000"
123,2637  ,慧洋-KY         ,"53,000","1,099,000","-1,046,000"
124,1319  ,東陽            ,"121,000","934,000","-813,000"
125,5521  ,工信            ,0,"789,000","-789,000"
126,5243  ,乙盛-KY         ,0,"737,000","-737,000"
127,1307  ,三芳            ,0,"725,000","-725,000"
128,2855  ,統一證          ,0,"682,000","-682,000"
129,3715  ,定穎投控        ,0,"679,000","-679,000"
130,9938  ,百和            ,0,"575,000","-575,000"
131,3033  ,威健            ,0,"552,483","-552,483"
132,2317  ,鴻海            ,0,"530,300","-530,300"
133,2495  ,普安            ,0,"512,000","-512,000"
134,6177  ,達麗            ,0,"464,000","-464,000"
135,2030  ,彰源            ,0,"443,000","-443,000"
136,3045  ,台灣大          ,"108,000","534,302","-426,302"
137,4904  ,遠傳            ,"134,000","550,165","-416,165"
138,2330  ,台積電          ,"52,500","468,164","-415,664"
139,9933  ,中鼎            ,0,"384,000","-384,000"
140,4938  ,和碩            ,0,"379,071","-379,071"
141,2399  ,映泰            ,0,"355,000","-355,000"
142,1504  ,東元            ,"110,000","464,000","-354,000"
143,8404  ,百和興業-KY     ,0,"342,000","-342,000"
144,2884  ,玉山金          ,0,"341,410","-341,410"
145,9935  ,慶豐富          ,0,"328,000","-328,000"
146,5388  ,中磊            ,"597,000","924,000","-327,000"
147,3013  ,晟銘電          ,0,"281,000","-281,000"
148,3036  ,文曄            ,"1,000","269,000","-268,000"
149,1519  ,華城            ,0,"259,000","-259,000"
150,2038  ,海光            ,0,"259,000","-259,000"
151,1402  ,遠東新          ,"169,000","427,873","-258,873"
152,2477  ,美隆電          ,0,"257,000","-257,000"
153,3711  ,日月光投控      ,"392,000","643,761","-251,761"
154,1524  ,耿鼎            ,0,"250,000","-250,000"
155,2204  ,中華            ,0,"236,000","-236,000"
156,1795  ,美時            ,0,"233,000","-233,000"
157,2420  ,新巨            ,0,"232,606","-232,606"
158,2409  ,友達            ,0,"228,892","-228,892"
159,3622  ,洋華            ,0,"216,000","-216,000"
160,2347  ,聯強            ,0,"211,983","-211,983"
161,2436  ,偉詮電          ,0,"204,000","-204,000"
162,1727  ,中華化          ,0,"202,000","-202,000"
163,8996  ,高力            ,0,"186,000","-186,000"
164,3021  ,鴻名            ,0,"164,000","-164,000"
165,4935  ,茂林-KY         ,0,"164,000","-164,000"
166,6890  ,來億-KY         ,"9,000","168,000","-159,000"
167,2455  ,全新            ,"230,000","381,000","-151,000"
168,6216  ,居易            ,0,"151,000","-151,000"
169,8249  ,菱光            ,0,"151,000","-151,000"
170,1540  ,喬福            ,0,"147,000","-147,000"
171,6768  ,志強-KY         ,0,"146,000","-146,000"
172,4915  ,致伸            ,0,"145,779","-145,779"
173,3167  ,大量            ,0,"145,000","-145,000"
174,6224  ,聚鼎            ,0,"141,000","-141,000"
175,2033  ,佳大            ,0,"139,000","-139,000"
176,2613  ,中櫃            ,0,"134,000","-134,000"
177,4958  ,臻鼎-KY         ,0,"130,376","-130,376"
178,6438  ,迅得            ,"7,000","134,000","-127,000"
179,5234  ,達興材料        ,0,"124,000","-124,000"
180,2385  ,群光            ,0,"120,261","-120,261"
181,3588  ,通嘉            ,0,"120,000","-120,000"
182,4763  ,材料-KY         ,0,"118,000","-118,000"
183,1736  ,喬山            ,0,"117,000","-117,000"
184,2353  ,宏碁            ,"256,000","372,426","-116,426"
185,3702  ,大聯大          ,"123,000","237,193","-114,193"
186,2059  ,川湖            ,"19,000","130,000","-111,000"
187,6782  ,視陽            ,0,"110,000","-110,000"
188,6239  ,力成            ,"1,000","105,091","-104,091"
189,2006  ,東和鋼鐵        ,0,"100,000","-100,000"
190,6449  ,鈺邦            ,0,"100,000","-100,000"
191,2412  ,中華電          ,"57,000","151,650","-94,650"
192,2345  ,智邦            ,"41,200","132,000","-90,800"
193,5880  ,合庫金          ,0,"84,000","-84,000"
194,2912  ,統一超          ,0,"81,200","-81,200"
195,2015  ,豐興            ,0,"81,000","-81,000"
196,3653  ,健策            ,"32,000","113,000","-81,000"
197,6412  ,群電            ,0,"80,000","-80,000"
198,6243  ,迅杰            ,0,"79,000","-79,000"
199,8114  ,振樺電          ,0,"79,000","-79,000"
200,3617  ,碩天            ,"2,000","80,000","-78,000"
201,4571  ,鈞興-KY         ,0,"78,000","-78,000"
202,8467  ,波力-KY         ,0,"77,000","-77,000"
203,6830  ,汎銓            ,0,"74,000","-74,000"
204,2474  ,可成            ,"25,000","98,581","-73,581"
205,4557  ,永新-KY         ,0,"72,000","-72,000"
206,5284  ,jpp-KY          ,0,"70,000","-70,000"
207,6176  ,瑞儀            ,"64,000","133,547","-69,547"
208,1773  ,勝一            ,0,"67,000","-67,000"
209,2886  ,兆豐金          ,"152,000","213,000","-61,000"
210,6863  ,永道-KY         ,0,"56,000","-56,000"
211,2809  ,京城銀          ,0,"49,000","-49,000"
212,3533  ,嘉澤            ,"2,000","42,000","-40,000"
213,1560  ,中砂            ,"42,000","81,000","-39,000"
214,3034  ,聯詠            ,"84,000","121,111","-37,111"
215,2211  ,長榮鋼          ,0,"36,000","-36,000"
216,2889  ,國票金          ,0,"33,000","-33,000"
217,6269  ,台郡            ,0,"29,500","-29,500"
218,8150  ,南茂            ,0,"28,328","-28,328"
219,8210  ,勤誠            ,0,"26,000","-26,000"
220,2540  ,愛山林          ,0,"25,000","-25,000"
221,3042  ,晶技            ,0,"23,807","-23,807"
222,3443  ,創意            ,"89,000","112,045","-23,045"
223,6005  ,群益證          ,0,"23,000","-23,000"
224,2031  ,新光鋼          ,0,"20,000","-20,000"
225,6790  ,永豐實          ,0,"19,000","-19,000"
226,3015  ,全漢            ,0,"16,000","-16,000"
227,2408  ,南亞科          ,0,"15,341","-15,341"
228,2352  ,佳世達          ,0,"14,054","-14,054"
229,4766  ,南寶            ,0,"14,000","-14,000"
230,2458  ,義隆            ,0,"13,000","-13,000"
231,2608  ,嘉里大榮        ,0,"13,000","-13,000"
232,6805  ,富世達          ,"12,000","25,000","-13,000"
233,2327  ,國巨            ,0,"11,000","-11,000"
234,2915  ,潤泰全          ,0,"10,000","-10,000"
235,4770  ,上品            ,0,"10,000","-10,000"
236,5876  ,上海商銀        ,"410,000","420,000","-10,000"
237,9924  ,福興            ,0,"10,000","-10,000"
238,8070  ,長華*           ,0,"9,826","-9,826"
239,2451  ,創見            ,0,"9,129","-9,129"
240,3014  ,聯陽            ,0,"9,026","-9,026"
241,1712  ,興農            ,0,"9,000","-9,000"
242,4906  ,正文            ,0,"9,000","-9,000"
243,6278  ,台表科          ,0,"8,794","-8,794"
244,3209  ,全科            ,0,"8,327","-8,327"
245,2467  ,志聖            ,0,"8,000","-8,000"
246,2548  ,華固            ,0,"8,000","-8,000"
247,6414  ,樺漢            ,0,"8,000","-8,000"
248,3090  ,日電貿          ,0,"7,187","-7,187"
249,5471  ,松翰            ,0,"7,060","-7,060"
250,6670  ,復盛應用        ,0,"7,000","-7,000"
251,3008  ,大立光          ,"3,000","9,500","-6,500"
252,8016  ,矽創            ,0,"6,427","-6,427"
253,2002  ,中鋼            ,0,"6,000","-6,000"
254,8422  ,可寧衛          ,0,"6,000","-6,000"
255,1477  ,聚陽            ,0,"5,000","-5,000"
256,2441  ,超豐            ,0,"5,000","-5,000"
257,3706  ,神達            ,0,"5,000","-5,000"
258,3714  ,富采            ,0,"4,975","-4,975"
259,2633  ,台灣高鐵        ,0,"4,959","-4,959"
260,2387  ,精元            ,0,"4,628","-4,628"
261,6505  ,台塑化          ,0,"4,500","-4,500"
262,4961  ,天鈺            ,0,"4,241","-4,241"
263,1513  ,中興電          ,0,"4,000","-4,000"
264,2439  ,美律            ,0,"4,000","-4,000"
265,2344  ,華邦電          ,0,"3,990","-3,990"
266,3545  ,敦泰            ,0,"3,350","-3,350"
267,3010  ,華立            ,0,"3,339","-3,339"
268,8081  ,致新            ,0,"3,226","-3,226"
269,8261  ,富鼎            ,0,"3,139","-3,139"
270,1582  ,信錦            ,0,"3,000","-3,000"
271,2206  ,三陽工業        ,0,"3,000","-3,000"
272,3022  ,威強電          ,0,"3,000","-3,000"
273,3023  ,信邦            ,0,"3,000","-3,000"
274,3532  ,台勝科          ,0,"3,000","-3,000"
275,3583  ,辛耘            ,0,"3,000","-3,000"
276,5534  ,長虹            ,0,"3,000","-3,000"
277,6214  ,精誠            ,0,"3,000","-3,000"
278,9906  ,欣巴巴          ,0,"3,000","-3,000"
279,9917  ,中保科          ,0,"3,000","-3,000"
280,1303  ,南亞            ,0,"2,500","-2,500"
281,1301  ,台塑            ,0,"2,000","-2,000"
282,2421  ,建準            ,0,"2,000","-2,000"
283,3380  ,明泰            ,0,"2,000","-2,000"
284,5434  ,崇越            ,0,"2,000","-2,000"
285,9910  ,豐泰            ,0,"2,000","-2,000"
286,9941  ,裕融            ,0,"2,000","-2,000"
287,3037  ,欣興            ,0,"1,500","-1,500"
288,8454  ,富邦媒          ,0,"1,106","-1,106"
289,2880  ,華南金          ,0,"1,000","-1,000"
290,3029  ,零壹            ,0,"1,000","-1,000"
291,4919  ,新唐            ,0,"1,000","-1,000"
292,2610  ,華航            ,0,367,-367
293,1326  ,台化            ,0,300,-300
294,1476  ,儒鴻            ,0,40,-40
295,3044  ,健鼎            ,"62,000","62,000",0
