,證券代號,證券名稱,買進股數,賣出股數,買賣超股數
109,2377  ,微星            ,"290,000","775,000","-485,000"
110,2301  ,光寶科          ,"208,000","675,938","-467,938"
111,6239  ,力成            ,0,"427,448","-427,448"
112,2409  ,友達            ,0,"412,440","-412,440"
113,6515  ,穎崴            ,"10,000","354,203","-344,203"
114,6278  ,台表科          ,"15,000","340,694","-325,694"
115,6757  ,台灣虎航        ,0,"295,000","-295,000"
116,9939  ,宏全            ,0,"290,000","-290,000"
117,2474  ,可成            ,0,"268,528","-268,528"
118,2897  ,王道銀行        ,0,"232,000","-232,000"
119,8464  ,億豐            ,0,"222,000","-222,000"
120,1301  ,台塑            ,"9,000","227,993","-218,993"
121,9904  ,寶成            ,0,"207,000","-207,000"
122,3450  ,聯鈞            ,"398,000","600,000","-202,000"
123,1308  ,亞聚            ,0,"200,569","-200,569"
124,6176  ,瑞儀            ,"5,000","203,781","-198,781"
125,2884  ,玉山金          ,"157,000","354,332","-197,332"
126,3005  ,神基            ,0,"195,000","-195,000"
127,2385  ,群光            ,"98,000","287,149","-189,149"
128,9802  ,鈺齊-KY         ,0,"181,000","-181,000"
129,6472  ,保瑞            ,"3,000","181,000","-178,000"
130,2014  ,中鴻            ,0,"165,031","-165,031"
131,3033  ,威健            ,0,"153,982","-153,982"
132,2889  ,國票金          ,0,"150,000","-150,000"
133,6285  ,啟碁            ,0,"147,000","-147,000"
134,8150  ,南茂            ,0,"125,895","-125,895"
135,2002  ,中鋼            ,"29,000","152,109","-123,109"
136,2352  ,佳世達          ,0,"118,585","-118,585"
137,3703  ,欣陸            ,0,"115,634","-115,634"
138,2915  ,潤泰全          ,0,"114,000","-114,000"
139,3042  ,晶技            ,"38,000","149,038","-111,038"
140,2454  ,聯發科          ,"88,000","197,248","-109,248"
141,8215  ,明基材          ,0,"106,405","-106,405"
142,2015  ,豐興            ,0,"106,000","-106,000"
143,1712  ,興農            ,0,"103,749","-103,749"
144,8112  ,至上            ,"149,000","248,319","-99,319"
145,6863  ,永道-KY         ,0,"97,000","-97,000"
146,6269  ,台郡            ,"70,000","161,973","-91,973"
147,3034  ,聯詠            ,"105,000","196,950","-91,950"
148,1102  ,亞泥            ,0,"91,035","-91,035"
149,3014  ,聯陽            ,"1,000","86,339","-85,339"
150,3044  ,健鼎            ,"70,000","153,000","-83,000"
151,8046  ,南電            ,"38,000","119,111","-81,111"
152,2006  ,東和鋼鐵        ,0,"81,094","-81,094"
153,2376  ,技嘉            ,"59,000","139,000","-80,000"
154,2809  ,京城銀          ,0,"77,171","-77,171"
155,5388  ,中磊            ,"199,000","276,000","-77,000"
156,1326  ,台化            ,"9,000","85,098","-76,098"
157,3010  ,華立            ,"33,000","107,488","-74,488"
158,2520  ,冠德            ,0,"72,876","-72,876"
159,6790  ,永豐實          ,0,"71,647","-71,647"
160,6189  ,豐藝            ,0,"69,000","-69,000"
161,2451  ,創見            ,0,"67,274","-67,274"
162,9924  ,福興            ,0,"66,917","-66,917"
163,3583  ,辛耘            ,0,"66,000","-66,000"
164,1303  ,南亞            ,"13,000","78,878","-65,878"
165,3015  ,全漢            ,0,"64,155","-64,155"
166,6024  ,群益期          ,0,"63,600","-63,600"
167,8016  ,矽創            ,0,"62,647","-62,647"
168,5871  ,中租-KY         ,"4,000","65,702","-61,702"
169,6005  ,群益證          ,"74,000","132,000","-58,000"
170,4961  ,天鈺            ,0,"57,817","-57,817"
171,5234  ,達興材料        ,0,"56,008","-56,008"
172,4915  ,致伸            ,"124,000","179,218","-55,218"
173,2204  ,中華            ,0,"51,500","-51,500"
174,3545  ,敦泰            ,0,"50,348","-50,348"
175,1560  ,中砂            ,0,"50,000","-50,000"
176,2308  ,台達電          ,"203,000","252,020","-49,020"
177,1773  ,勝一            ,"25,000","72,000","-47,000"
178,6257  ,矽格            ,0,"43,137","-43,137"
179,6112  ,邁達特          ,0,"43,000","-43,000"
180,3231  ,緯創            ,"188,000","229,918","-41,918"
181,6414  ,樺漢            ,0,"41,000","-41,000"
182,2801  ,彰銀            ,0,"40,657","-40,657"
183,2606  ,裕民            ,"83,000","117,379","-34,379"
184,8163  ,達方            ,0,"30,877","-30,877"
185,2633  ,台灣高鐵        ,0,"29,909","-29,909"
186,3209  ,全科            ,0,"29,123","-29,123"
187,2324  ,仁寶            ,0,"27,016","-27,016"
188,2208  ,台船            ,0,"27,000","-27,000"
189,1513  ,中興電          ,0,"26,000","-26,000"
190,5471  ,松翰            ,0,"24,694","-24,694"
191,2404  ,漢唐            ,"47,000","70,000","-23,000"
192,1504  ,東元            ,0,"22,000","-22,000"
193,6526  ,達發            ,0,"22,000","-22,000"
194,8070  ,長華*           ,0,"21,375","-21,375"
195,6139  ,亞翔            ,0,"20,000","-20,000"
196,2387  ,精元            ,0,"16,185","-16,185"
197,2420  ,新巨            ,0,"16,109","-16,109"
198,2408  ,南亞科          ,0,"15,187","-15,187"
199,2206  ,三陽工業        ,0,"14,000","-14,000"
200,2634  ,漢翔            ,0,"14,000","-14,000"
201,3592  ,瑞鼎            ,0,"13,305","-13,305"
202,1477  ,聚陽            ,"12,000","24,000","-12,000"
203,2548  ,華固            ,0,"12,000","-12,000"
204,2850  ,新產            ,0,"12,000","-12,000"
205,6670  ,復盛應用        ,"5,000","16,950","-11,950"
206,1722  ,台肥            ,0,"11,000","-11,000"
207,8261  ,富鼎            ,0,"10,979","-10,979"
208,2645  ,長榮航太        ,0,"10,000","-10,000"
209,6415  ,矽力*-KY        ,0,"10,000","-10,000"
210,2607  ,榮運            ,0,"8,000","-8,000"
211,6691  ,洋基工程        ,0,"7,661","-7,661"
212,8081  ,致新            ,0,"7,287","-7,287"
213,2328  ,廣宇            ,0,"7,000","-7,000"
214,2393  ,億光            ,"120,000","127,000","-7,000"
215,2637  ,慧洋-KY         ,"8,000","15,000","-7,000"
216,8271  ,宇瞻            ,0,"6,617","-6,617"
217,2337  ,旺宏            ,0,"6,423","-6,423"
218,9940  ,信義            ,0,"5,475","-5,475"
219,8454  ,富邦媒          ,0,"5,105","-5,105"
220,3714  ,富采            ,0,"4,926","-4,926"
221,2480  ,敦陽科          ,0,"4,000","-4,000"
222,3008  ,大立光          ,0,"4,000","-4,000"
223,3023  ,信邦            ,0,"4,000","-4,000"
224,2344  ,華邦電          ,0,"3,950","-3,950"
225,3038  ,全台            ,0,"3,669","-3,669"
226,1535  ,中宇            ,0,"3,361","-3,361"
227,2329  ,華泰            ,0,"3,000","-3,000"
228,4536  ,拓凱            ,0,"3,000","-3,000"
229,4763  ,材料-KY         ,0,"3,000","-3,000"
230,6177  ,達麗            ,0,"3,000","-3,000"
231,9941  ,裕融            ,0,"3,000","-3,000"
232,8422  ,可寧衛          ,0,"2,975","-2,975"
233,1717  ,長興            ,0,"2,194","-2,194"
234,1215  ,卜蜂            ,0,"2,000","-2,000"
235,1707  ,葡萄王          ,0,"2,000","-2,000"
236,2504  ,國產            ,0,"2,000","-2,000"
237,6753  ,龍德造船        ,0,"2,000","-2,000"
238,9910  ,豐泰            ,0,"2,000","-2,000"
239,4919  ,新唐            ,0,"1,000","-1,000"
240,5222  ,全訊            ,0,"1,000","-1,000"
241,5284  ,jpp-KY          ,0,"1,000","-1,000"
242,5534  ,長虹            ,0,"1,000","-1,000"
243,9906  ,欣巴巴          ,0,"1,000","-1,000"
244,2615  ,萬海            ,0,604,-604
245,2610  ,華航            ,0,363,-363
246,1476  ,儒鴻            ,0,39,-39
247,6409  ,旭隼            ,0,6,-6
