,證券代號,證券名稱,買進股數,賣出股數,買賣超股數
43,2884  ,玉山金          ,"401,000","117,904","283,096"
44,2345  ,智邦            ,"706,500","440,000","266,500"
45,2002  ,中鋼            ,"286,000","28,000","258,000"
46,5880  ,合庫金          ,"257,000","25,000","232,000"
47,2393  ,億光            ,"375,000","154,000","221,000"
48,8112  ,至上            ,"295,000","75,147","219,853"
49,3661  ,世芯-KY         ,"219,700",0,"219,700"
50,6531  ,愛普*           ,"215,000",0,"215,000"
51,2637  ,慧洋-KY         ,"225,000","12,000","213,000"
52,3596  ,智易            ,"208,000",0,"208,000"
53,1582  ,信錦            ,"200,000",0,"200,000"
54,1477  ,聚陽            ,"370,000","189,000","181,000"
55,6239  ,力成            ,"217,000","39,232","177,768"
56,9938  ,百和            ,"175,000","1,000","174,000"
57,8464  ,億豐            ,"168,000",0,"168,000"
58,2458  ,義隆            ,"190,000","23,000","167,000"
59,3443  ,創意            ,"223,000","63,000","160,000"
60,6005  ,群益證          ,"165,000","12,000","153,000"
61,6873  ,泓德能源        ,"150,000",0,"150,000"
62,1210  ,大成            ,"155,000","6,000","149,000"
63,1303  ,南亞            ,"132,000",0,"132,000"
64,6472  ,保瑞            ,"124,000",0,"124,000"
65,5434  ,崇越            ,"113,000","6,000","107,000"
66,2327  ,國巨            ,"131,000","27,000","104,000"
67,3035  ,智原            ,"125,000","21,000","104,000"
68,5522  ,遠雄            ,"112,000","10,000","102,000"
69,1442  ,名軒            ,"100,000",0,"100,000"
70,1519  ,華城            ,"97,000",0,"97,000"
71,1301  ,台塑            ,"94,000",0,"94,000"
72,9802  ,鈺齊-KY         ,"202,000","110,000","92,000"
73,3010  ,華立            ,"89,000","1,169","87,831"
74,2597  ,潤弘            ,"87,000",0,"87,000"
75,1326  ,台化            ,"86,000",0,"86,000"
76,1476  ,儒鴻            ,"77,000",0,"77,000"
77,6139  ,亞翔            ,"79,000","5,000","74,000"
78,6278  ,台表科          ,"71,000","4,396","66,604"
79,6176  ,瑞儀            ,"127,000","61,525","65,475"
80,4583  ,台灣精銳        ,"62,000",0,"62,000"
81,3702  ,大聯大          ,"743,000","681,095","61,905"
82,6768  ,志強-KY         ,"61,000",0,"61,000"
83,2912  ,統一超          ,"62,000","2,000","60,000"
84,4904  ,遠傳            ,"846,000","786,000","60,000"
85,3029  ,零壹            ,"60,000","3,000","57,000"
86,9917  ,中保科          ,"61,000","5,000","56,000"
87,2809  ,京城銀          ,"94,000","39,913","54,087"
88,2376  ,技嘉            ,"124,000","71,000","53,000"
89,3008  ,大立光          ,"52,300",410,"51,890"
90,3380  ,明泰            ,"50,000","1,000","49,000"
91,2504  ,國產            ,"52,000","4,000","48,000"
92,2313  ,華通            ,"48,000","1,000","47,000"
93,2404  ,漢唐            ,"103,000","57,000","46,000"
94,00850 ,元大臺灣ESG永續 ,"45,000",0,"45,000"
95,6196  ,帆宣            ,"42,000",0,"42,000"
96,6526  ,達發            ,"97,000","58,000","39,000"
97,6505  ,台塑化          ,"34,000",0,"34,000"
98,6770  ,力積電          ,"32,000",0,"32,000"
99,2753  ,八方雲集        ,"30,000",0,"30,000"
100,6937  ,天虹            ,"30,000",0,"30,000"
101,5269  ,祥碩            ,"69,000","42,195","26,805"
102,2606  ,裕民            ,"29,000","3,000","26,000"
103,2401  ,凌陽            ,"23,000",0,"23,000"
104,3042  ,晶技            ,"30,000","7,402","22,598"
105,9941  ,裕融            ,"26,000","4,000","22,000"
106,6919  ,康霈*           ,"21,000",0,"21,000"
107,9939  ,宏全            ,"20,000",0,"20,000"
108,1536  ,和大            ,"18,000",0,"18,000"
109,6214  ,精誠            ,"20,000","2,000","18,000"
110,2328  ,廣宇            ,"18,000","1,000","17,000"
111,3189  ,景碩            ,"13,000",0,"13,000"
112,2348  ,海悅            ,"12,000",0,"12,000"
113,3059  ,華晶科          ,"13,000","1,000","12,000"
114,6515  ,穎崴            ,"20,000","8,000","12,000"
115,3019  ,亞光            ,"11,000",0,"11,000"
116,2365  ,昆盈            ,"10,000",0,"10,000"
117,6585  ,鼎基            ,"10,000",0,"10,000"
118,2207  ,和泰車          ,"9,000",0,"9,000"
119,2308  ,台達電          ,"89,000","80,000","9,000"
120,2455  ,全新            ,"8,000",0,"8,000"
121,2464  ,盟立            ,"8,000",0,"8,000"
122,2368  ,金像電          ,"38,000","31,000","7,000"
123,2436  ,偉詮電          ,"7,000",0,"7,000"
124,6446  ,藥華藥          ,"6,000",0,"6,000"
125,1736  ,喬山            ,"5,000",0,"5,000"
126,2231  ,為升            ,"5,000",0,"5,000"
127,2417  ,圓剛            ,"4,000",0,"4,000"
128,2453  ,凌群            ,"4,000",0,"4,000"
129,3645  ,達邁            ,"4,000",0,"4,000"
130,3694  ,海華            ,"4,000",0,"4,000"
131,1597  ,直得            ,"3,000",0,"3,000"
132,2480  ,敦陽科          ,"4,000","1,000","3,000"
133,3617  ,碩天            ,"3,000",0,"3,000"
134,4576  ,大銀微系統      ,"3,000",0,"3,000"
135,4912  ,聯德控股-KY     ,"3,000",0,"3,000"
136,4952  ,凌通            ,"3,000",0,"3,000"
137,4977  ,眾達-KY         ,"3,000",0,"3,000"
138,5203  ,訊連            ,"3,000",0,"3,000"
139,6257  ,矽格            ,"3,000",0,"3,000"
140,6691  ,洋基工程        ,"4,000","1,380","2,620"
141,3592  ,瑞鼎            ,"3,000",384,"2,616"
142,8374  ,羅昇            ,"2,000",0,"2,000"
143,3583  ,辛耘            ,"1,000",0,"1,000"
144,6409  ,旭隼            ,"1,000",0,"1,000"
145,6592B ,和潤企業乙特    ,"1,000",0,"1,000"
146,6670  ,復盛應用        ,"1,000",0,"1,000"
147,2382  ,廣達            ,"190,000","9,123,269","-8,933,269"
148,2360  ,致茂            ,"1,000","5,491,000","-5,490,000"
149,2449  ,京元電子        ,"385,000","4,536,000","-4,151,000"
150,3017  ,奇鋐            ,"28,000","4,134,219","-4,106,219"
151,2609  ,陽明            ,"121,000","2,940,000","-2,819,000"
152,3036  ,文曄            ,0,"2,061,000","-2,061,000"
153,0050  ,元大台灣50      ,0,"1,800,000","-1,800,000"
154,2903  ,遠百            ,0,"1,760,436","-1,760,436"
155,3450  ,聯鈞            ,"498,000","2,139,000","-1,641,000"
156,2383  ,台光電          ,"14,000","1,259,500","-1,245,500"
157,3711  ,日月光投控      ,"346,000","1,447,000","-1,101,000"
158,2353  ,宏碁            ,"150,000","963,000","-813,000"
159,2855  ,統一證          ,0,"763,219","-763,219"
160,3653  ,健策            ,"25,000","781,409","-756,409"
161,2603  ,長榮            ,"741,000","1,452,000","-711,000"
162,4938  ,和碩            ,"404,000","1,097,534","-693,534"
163,9933  ,中鼎            ,0,"674,000","-674,000"
164,2317  ,鴻海            ,"308,000","944,517","-636,517"
165,3037  ,欣興            ,"74,000","705,000","-631,000"
166,2347  ,聯強            ,"54,000","672,990","-618,990"
167,1560  ,中砂            ,0,"506,000","-506,000"
168,2618  ,長榮航          ,"288,000","689,000","-401,000"
169,5388  ,中磊            ,"760,000","1,156,000","-396,000"
170,4958  ,臻鼎-KY         ,0,"377,000","-377,000"
171,6669  ,緯穎            ,"2,000","369,130","-367,130"
172,00904 ,新光臺灣半導體30,0,"300,000","-300,000"
173,9904  ,寶成            ,0,"278,000","-278,000"
174,1102  ,亞泥            ,"500,000","756,000","-256,000"
175,3231  ,緯創            ,"564,000","809,000","-245,000"
176,6442  ,光聖            ,"35,000","250,000","-215,000"
177,2388  ,威盛            ,0,"180,000","-180,000"
178,6789  ,采鈺            ,"8,000","187,000","-179,000"
179,6805  ,富世達          ,"18,000","193,000","-175,000"
180,2301  ,光寶科          ,"449,000","619,000","-170,000"
181,2474  ,可成            ,"17,000","155,790","-138,790"
182,3532  ,台勝科          ,0,"135,000","-135,000"
183,8467  ,波力-KY         ,0,"127,000","-127,000"
184,3715  ,定穎投控        ,0,"125,000","-125,000"
185,3005  ,神基            ,0,"114,000","-114,000"
186,2233  ,宇隆            ,"1,000","110,000","-109,000"
187,2889  ,國票金          ,0,"108,000","-108,000"
188,2615  ,萬海            ,"2,000","105,000","-103,000"
189,2015  ,豐興            ,0,"102,000","-102,000"
190,6781  ,AES-KY          ,"1,000","87,000","-86,000"
191,6438  ,迅得            ,"210,000","287,000","-77,000"
192,8016  ,矽創            ,0,"75,713","-75,713"
193,3045  ,台灣大          ,"412,000","485,000","-73,000"
194,8210  ,勤誠            ,0,"70,000","-70,000"
195,2059  ,川湖            ,0,"67,811","-67,811"
196,2409  ,友達            ,0,"67,142","-67,142"
197,4770  ,上品            ,0,"63,000","-63,000"
198,5284  ,jpp-KY          ,0,"60,000","-60,000"
199,2915  ,潤泰全          ,0,"50,000","-50,000"
200,6412  ,群電            ,0,"44,000","-44,000"
201,2208  ,台船            ,0,"37,000","-37,000"
202,6415  ,矽力*-KY        ,"23,000","59,500","-36,500"
203,3533  ,嘉澤            ,0,"35,373","-35,373"
204,2801  ,彰銀            ,0,"28,000","-28,000"
205,8114  ,振樺電          ,"2,000","29,000","-27,000"
206,2206  ,三陽工業        ,0,"24,000","-24,000"
207,2548  ,華固            ,0,"21,000","-21,000"
208,1795  ,美時            ,0,"20,000","-20,000"
209,2634  ,漢翔            ,0,"19,000","-19,000"
210,4915  ,致伸            ,"368,000","386,888","-18,888"
211,2006  ,東和鋼鐵        ,0,"17,000","-17,000"
212,2834  ,臺企銀          ,0,"16,000","-16,000"
213,3665  ,貿聯-KY         ,"14,000","29,000","-15,000"
214,3033  ,威健            ,0,"14,801","-14,801"
215,6830  ,汎銓            ,0,"14,000","-14,000"
216,8996  ,高力            ,0,"14,000","-14,000"
217,2610  ,華航            ,0,"13,000","-13,000"
218,8046  ,南電            ,"10,000","21,315","-11,315"
219,6706  ,惠特            ,0,"11,000","-11,000"
220,2344  ,華邦電          ,"2,000","12,000","-10,000"
221,2812  ,台中銀          ,0,"10,000","-10,000"
222,2897  ,王道銀行        ,0,"9,000","-9,000"
223,3023  ,信邦            ,0,"8,000","-8,000"
224,4961  ,天鈺            ,0,"7,620","-7,620"
225,2451  ,創見            ,"2,000","9,563","-7,563"
226,6269  ,台郡            ,0,"7,301","-7,301"
227,8150  ,南茂            ,0,"6,660","-6,660"
228,8163  ,達方            ,0,"6,305","-6,305"
229,1504  ,東元            ,0,"6,000","-6,000"
230,1712  ,興農            ,0,"5,848","-5,848"
231,1229  ,聯華            ,0,"5,000","-5,000"
232,1722  ,台肥            ,0,"5,000","-5,000"
233,8454  ,富邦媒          ,0,"5,000","-5,000"
234,3014  ,聯陽            ,0,"4,920","-4,920"
235,3209  ,全科            ,0,"4,160","-4,160"
236,2211  ,長榮鋼          ,"5,000","9,000","-4,000"
237,2498  ,宏達電          ,0,"4,000","-4,000"
238,2633  ,台灣高鐵        ,0,"4,000","-4,000"
239,5471  ,松翰            ,0,"3,527","-3,527"
240,2850  ,新產            ,0,"3,000","-3,000"
241,4763  ,材料-KY         ,"1,000","4,000","-3,000"
242,6271  ,同欣電          ,"17,000","20,000","-3,000"
243,6753  ,龍德造船        ,0,"3,000","-3,000"
244,9910  ,豐泰            ,"2,000","5,000","-3,000"
245,8070  ,長華*           ,0,"2,910","-2,910"
246,8271  ,宇瞻            ,0,"2,414","-2,414"
247,2387  ,精元            ,0,"2,312","-2,312"
248,2420  ,新巨            ,0,"2,301","-2,301"
249,3015  ,全漢            ,0,"2,095","-2,095"
250,3090  ,日電貿          ,0,"2,092","-2,092"
251,2352  ,佳世達          ,"6,000","8,023","-2,023"
252,1717  ,長興            ,0,"2,000","-2,000"
253,2201  ,裕隆            ,0,"2,000","-2,000"
254,2607  ,榮運            ,0,"2,000","-2,000"
255,9940  ,信義            ,0,"1,998","-1,998"
256,8422  ,可寧衛          ,0,"1,721","-1,721"
257,3545  ,敦泰            ,0,"1,673","-1,673"
258,8081  ,致新            ,0,"1,612","-1,612"
259,8261  ,富鼎            ,0,"1,568","-1,568"
260,9924  ,福興            ,0,"1,445","-1,445"
261,3038  ,全台            ,0,"1,339","-1,339"
262,1535  ,中宇            ,0,"1,226","-1,226"
263,1215  ,卜蜂            ,0,"1,000","-1,000"
264,1537  ,廣隆            ,0,"1,000","-1,000"
265,2408  ,南亞科          ,0,"1,000","-1,000"
266,2421  ,建準            ,0,"1,000","-1,000"
267,2439  ,美律            ,0,"1,000","-1,000"
268,2495  ,普安            ,0,"1,000","-1,000"
269,2617  ,台航            ,0,"1,000","-1,000"
270,4919  ,新唐            ,0,"1,000","-1,000"
271,5222  ,全訊            ,0,"1,000","-1,000"
272,6414  ,樺漢            ,0,"1,000","-1,000"
273,6024  ,群益期          ,0,896,-896
274,4766  ,南寶            ,"1,000","1,000",0
