股票代號,公司名稱,上市/櫃,今日價格,前9日加總買賣超,當日投信買賣超
4968,立積,0,204.5,1303,58
4976,佳凌,0,35.65,0,0
4977,眾達-KY,0,143.5,1468,0
4989,榮科,0,17.6,0,0
4994,傳奇,0,103.5,0,0
4999,鑫禾,0,32.15,0,0
5007,三星,0,55.0,0,0
5203,訊連,0,112.5,255,0
5215,科嘉-KY,0,43.8,0,0
5222,全訊,0,126.0,-6,-1
5225,東科-KY,0,131.5,2,0
5234,達興材料,0,190.5,-924,-56
5243,乙盛-KY,0,59.8,-1659,0
5244,弘凱,0,45.55,0,0
5258,虹堡,0,90.5,0,0
5269,祥碩,0,2230.0,23,143
5283,禾聯碩,0,103.0,0,0
5284,jpp-KY,0,154.5,-345,-1
5285,界霖,0,53.0,0,0
5288,豐祥-KY,0,201.0,2,0
5292,華懋,0,159.0,0,0
5306,桂盟,0,121.5,0,0
5388,中磊,0,132.5,-2837,-77
5434,崇越,0,288.5,267,3
5469,瀚宇博,0,55.4,7,0
5471,松翰,0,41.85,-58,-25
5484,慧友,0,53.5,0,0
5515,建國,0,28.65,0,0
5519,隆大,0,31.9,0,0
5521,工信,0,11.1,-3862,0
5522,遠雄,0,74.9,1791,296
5525,順天,0,30.5,0,0
5531,鄉林,0,10.4,0,0
5533,皇鼎,0,19.8,0,0
5534,長虹,0,85.8,262,-1
5538,東明-KY,0,34.0,0,0
5546,永固-KY,0,29.95,0,0
5607,遠雄港,0,42.7,0,0
5608,四維航,0,15.7,0,0
5706,鳳凰,0,66.8,0,0
5871,中租-KY,0,118.0,-3586,-62
5876,上海商銀,0,43.05,615,419
5880,合庫金,0,24.45,822,25
5906,台南-KY,0,,0,0
5907,大洋-KY,0,10.55,0,0
6005,群益證,0,26.15,890,-58
6024,群益期,0,58.2,-55,-64
6108,競國,0,16.7,0,0
6112,邁達特,0,73.0,437,-43
6115,鎰勝,0,51.5,0,0
6116,彩晶,0,7.92,0,0
6117,迎廣,0,86.3,0,0
6120,達運,0,12.75,0,0
6128,上福,0,34.8,0,0
6133,金橋,0,19.2,0,0
6136,富爾特,0,23.35,0,0
6139,亞翔,0,248.0,550,-20
6141,柏承,0,16.7,0,0
6142,友勁,0,11.3,0,0
6152,百一,0,13.05,0,0
6153,嘉聯益,0,14.95,0,0
6155,鈞寶,0,24.55,0,0
6164,華興,0,13.1,0,0
6165,浪凡,0,49.2,0,0
6166,凌華,0,83.4,0,0
6168,宏齊,0,22.05,0,0
6176,瑞儀,0,200.0,308,-199
6177,達麗,0,43.05,-1735,-3
6183,關貿,0,110.0,0,0
6184,大豐電,0,52.1,0,0
6189,豐藝,0,77.3,-339,-69
6191,精成科,0,75.2,2364,932
6192,巨路,0,107.0,-45,0
6196,帆宣,0,149.5,296,39
6197,佳必琪,0,143.5,2,0
6201,亞弘電,0,57.5,170,0
6202,盛群,0,47.5,-1,0
6205,詮欣,0,74.3,0,0
6206,飛捷,0,112.0,2,730
6209,今國光,0,29.45,0,0
6213,聯茂,0,72.0,0,0
6214,精誠,0,141.5,9,25
6215,和椿,0,135.5,0,0
6216,居易,0,38.85,-741,0
6224,聚鼎,0,57.1,-690,0
6225,天瀚,0,14.9,0,0
6226,光鼎,0,8.75,0,0
6230,尼得科超眾,0,170.0,0,0
6235,華孚,0,63.6,0,0
6239,力成,0,113.5,-1457,-427
6243,迅杰,0,45.7,-384,0
6257,矽格,0,71.6,671,-43
6269,台郡,0,70.2,-751,-92
6271,同欣電,0,126.5,445,0
6277,宏正,0,76.2,0,0
6278,台表科,0,106.0,-1773,-326
6281,全國電,0,80.4,-27,0
6282,康舒,0,31.2,0,0
6283,淳安,0,28.65,0,0
6285,啟碁,0,146.0,-2351,-147
6288,聯嘉,0,26.6,0,0
6405,悅城,0,31.2,0,0
6409,旭隼,0,1740.0,2,0
6412,群電,0,128.0,-495,161
6414,樺漢,0,309.0,-86,-41
6415,矽力*-KY,0,386.0,-15,-10
6416,瑞祺電通,0,121.5,0,0
6426,統新,0,81.0,0,0
6431,光麗-KY,0,15.0,0,0
6438,迅得,0,241.0,353,85
6442,光聖,0,556.0,160,24
6443,元晶,0,17.4,0,0
6446,藥華藥,0,699.0,361,1
6449,鈺邦,0,134.5,-640,0
6451,訊芯-KY,0,238.5,763,0
6456,GIS-KY,0,52.6,0,0
6464,台數科,0,77.8,0,0
6472,保瑞,0,854.0,452,-178
6477,安集,0,38.2,0,0
6491,晶碩,0,376.0,39,0
6504,南六,0,65.5,0,0
6505,台塑化,0,33.55,229,3
6515,穎崴,0,1220.0,147,-344
6525,捷敏-KY,0,71.3,1,0
6526,達發,0,684.0,764,-22
6531,愛普*,0,312.5,213,0
6533,晶心科,0,445.0,0,0
6541,泰福-KY,0,66.7,0,0
6550,北極星藥業-KY,0,49.75,0,0
6552,易華電,0,36.1,0,0
6558,興能高,0,58.5,0,0
6573,虹揚-KY,0,14.4,0,0
6579,研揚,0,128.5,0,0
6581,鋼聯,0,105.0,0,0
6582,申豐,0,56.1,0,0
6585,鼎基,0,184.5,10,0
6591,動力-KY,0,53.3,0,0
6592,和潤企業,0,80.3,2,0
6598,ABC-KY,0,24.4,0,0
6605,帝寶,0,220.0,-98,0
6606,建德工業,0,27.5,0,0
6625,必應,0,78.9,0,0
6641,基士德-KY,0,29.5,0,0
6655,科定,0,126.5,0,0
6657,華安,0,57.0,0,0
6658,聯策,0,70.7,0,0
6666,羅麗芬-KY,0,45.8,0,0
6668,中揚光,0,50.6,0,0
6669,緯穎,0,2190.0,-1321,22
6670,復盛應用,0,331.0,-51,-12
6671,三能-KY,0,43.95,0,0
6672,騰輝電子-KY,0,83.2,10,0
6674,鋐寶科技,0,24.2,0,0
6689,伊雲谷,0,125.5,3,0
6691,洋基工程,0,459.5,365,-8
6695,芯鼎,0,62.6,0,0
6698,旭暉應材,0,36.45,0,0
6706,惠特,0,101.5,406,0
6715,嘉基,0,152.5,0,0
6719,力智,0,224.0,-70,0
6742,澤米,0,73.5,0,0
6743,安普新,0,44.7,0,0
6753,龍德造船,0,110.5,-12,-2
6754,匯僑設計,0,66.0,0,0
6756,威鋒電子,0,127.0,0,0
6757,台灣虎航,0,87.6,3613,-295
6768,志強-KY,0,142.5,296,67
6770,力積電,0,17.6,-20,0
6776,展碁國際,0,58.7,0,0
6781,AES-KY,0,1080.0,773,14
6782,視陽,0,173.0,-535,0
6789,采鈺,0,319.0,18,0
6790,永豐實,0,42.4,-78,-72
6792,詠業,0,68.8,0,0
6796,晉弘,0,89.1,0,0
6799,來頡,0,113.0,0,0
6805,富世達,0,704.0,-1068,45
6806,森崴能源,0,115.0,0,0
6807,峰源-KY,0,81.1,0,0
6830,汎銓,0,148.5,-356,0
6834,天二科技,0,31.65,0,0
6835,圓裕,0,44.8,0,0
6838,台新藥,0,34.85,0,0
6861,睿生光電,0,61.6,0,0
6862,三集瑞-KY,0,158.5,0,0
6863,永道-KY,0,283.0,-326,-97
6869,雲豹能源,0,165.0,0,0
6873,泓德能源,0,212.5,126,0
6885,全福生技,0,30.0,0,0
6890,來億-KY,0,472.0,314,194
6901,鑽石投資,0,33.8,0,0
6906,現觀科,0,164.5,0,0
6914,阜爾運通,0,135.0,0,0
6916,華凌,0,23.1,0,0
6919,康霈*,0,845.0,191,0
6923,中台,0,78.7,0,0
6928,攸泰科技,0,66.0,0,0
6931,青松健康,0,75.9,0,0
6933,AMAX-KY,0,196.5,0,0
6937,天虹,0,324.0,54,0
6952,大武山,0,48.55,0,0
6957,裕慶-KY,0,196.5,35,0
6958,日盛台駿,0,24.4,0,0
6962,ITH-KY,0,60.9,0,0
6994,富威電力,0,126.5,0,0
7705,三商餐飲,0,68.8,0,0
7722,LINEPAY,0,840.0,-12,0
7732,金興精密,0,43.3,0,0
8011,台通,0,23.3,0,0
8016,矽創,0,214.0,-377,-63
8021,尖點,0,33.5,0,0
8028,昇陽半導體,0,122.5,173,0
8033,雷虎,0,66.2,0,0
8039,台虹,0,49.0,-112,0
8045,達運光電,0,137.5,0,18
8046,南電,0,136.0,1576,-81
8070,長華*,0,42.4,-387,-21
8072,陞泰,0,24.85,0,0
8081,致新,0,234.0,-184,-7
8101,華冠,0,19.0,0,0
8103,瀚荃,0,51.4,0,0
8104,錸寶,0,41.1,0,0
8105,凌巨,0,13.85,0,0
8110,華東,0,13.45,0,0
8112,至上,0,61.5,654,-99
8114,振樺電,0,316.0,-409,0
8131,福懋科,0,28.5,156,0
8150,南茂,0,31.9,-217,-126
8163,達方,0,44.25,-158,-31
8201,無敵,0,14.6,0,0
8210,勤誠,0,263.5,-163,534
8213,志超,0,34.5,-127,0
8215,明基材,0,29.6,-86,-106
8222,寶一,0,37.55,0,0
8249,菱光,0,51.3,-670,0
8261,富鼎,0,91.3,-26,-11
8271,宇瞻,0,49.6,-23,-7
8341,日友,0,83.6,0,0
8367,建新國際,0,46.7,0,0
8374,羅昇,0,120.5,233,0
8404,百和興業-KY,0,27.5,-1676,0
8411,福貞-KY,0,13.25,0,0
8422,可寧衛,0,181.5,-101,-3
8429,金麗-KY,0,10.6,0,0
8438,昶昕,0,30.6,0,0
8442,威宏-KY,0,102.5,0,0
8443,阿瘦,0,11.9,0,0
8454,富邦媒,0,350.0,-19,-5
8462,柏文,0,111.5,0,0
8463,潤泰材,0,24.2,0,0
8464,億豐,0,437.5,583,-222
8466,美吉吉-KY,0,43.95,0,0
8467,波力-KY,0,242.5,-777,0
8473,山林水,0,38.05,0,0
8476,台境*,0,26.55,0,0
8478,東哥遊艇,0,197.0,0,0
8481,政伸,0,50.1,0,0
8482,商億-KY,0,118.0,0,0
8488,吉源-KY,0,,0,0
8499,鼎炫-KY,0,127.0,0,0
8926,台汽電,0,41.9,3,0
8940,新天地,0,26.0,0,0
8996,高力,0,306.0,-1134,0
9802,鈺齊-KY,0,139.5,2757,-181
9902,台火,0,15.65,0,0
9904,寶成,0,37.3,-1364,-207
9905,大華,0,23.25,0,0
9906,欣巴巴,0,102.5,39,-1
9907,統一實,0,15.15,0,0
9908,大台北,0,30.55,0,0
9910,豐泰,0,127.0,-341,-2
9911,櫻花,0,83.9,3,0
9912,偉聯,0,12.25,0,0
9914,美利達,0,163.0,0,0
9917,中保科,0,123.5,174,42
9918,欣天然,0,39.65,0,0
9919,康那香,0,19.95,0,0
9921,巨大,0,147.5,0,120
9924,福興,0,51.5,-235,-67
9925,新保,0,40.95,-82,0
9926,新海,0,52.1,0,0
9927,泰銘,0,67.2,-82,0
9928,中視,0,16.85,0,0
9929,秋雨,0,16.0,0,0
9930,中聯資源,0,67.5,1,0
9931,欣高,0,34.05,0,0
9933,中鼎,0,40.45,-5222,-798
9934,成霖,0,14.0,0,0
9935,慶豐富,0,35.0,-1605,0
9937,全國,0,63.5,0,0
9938,百和,0,73.6,-1537,847
9939,宏全,0,159.5,222,-290
9940,信義,0,28.25,-18,-5
9941,裕融,0,118.0,166,-3
9942,茂順,0,116.5,1,0
9943,好樂迪,0,77.8,0,0
9944,新麗,0,20.4,0,0
9945,潤泰新,0,42.0,-1,0
9946,三發地產,0,21.6,0,0
9955,佳龍,0,32.85,0,0
9958,世紀鋼,0,162.0,0,0
