股票代號,公司名稱,上市/櫃,今日價格,前9日加總買賣超,當日投信買賣超
8277,商丞,1,12.05,0,0
8279,生展,1,128.00,0,0
8284,三竹,1,68.90,0,0
8289,泰藝,1,24.20,0,0
8291,尚茂,1,7.18,0,0
8299,群聯,1,488.50,-1126,-82
8342,益張,1,90.00,0,0
8349,恒耀,1,61.40,0,0
8354,冠好,1,15.95,0,0
8358,金居,1,56.00,-38,-17
8383,千附,1,44.20,0,0
8390,金益鼎,1,69.90,0,0
8401,白紗科,1,31.00,0,0
8403,盛弘,1,28.60,0,0
8409,商之器,1,23.80,0,0
8410,森田,1,79.20,0,0
8415,大國鋼,1,34.80,0,0
8416,實威,1,177.50,0,0
8421,旭源,1,12.95,0,0
8423,保綠-KY,1,20.55,0,0
8424,惠普,1,68.60,0,0
8426,紅木-KY,1,43.55,0,0
8431,匯鑽科,1,61.80,0,0
8432,東生華,1,59.90,0,0
8433,弘帆,1,84.60,0,0
8435,鉅邁,1,76.60,0,0
8436,大江,1,122.00,-38,-25
8437,大地-KY,1,27.80,0,0
8440,綠電,1,34.30,0,0
8444,綠河-KY,1,26.85,0,0
8446,華研,1,118.00,0,0
8450,霹靂,1,23.15,0,0
8455,大拓-KY,1,28.50,0,0
8472,夠麻吉,1,25.25,0,0
8477,創業家,1,11.90,0,0
8489,三貝德,1,33.00,0,0
8905,裕國,1,32.05,0,0
8906,花王,1,31.55,0,0
8908,欣雄,1,45.85,0,0
8916,光隆,1,58.10,-9,-3
8917,欣泰,1,63.80,0,0
8921,沈氏,1,27.70,0,0
8923,時報,1,19.50,0,0
8924,大田,1,70.90,0,0
8927,北基,1,56.00,-2,0
8928,鉅明,1,32.25,0,0
8929,富堡,1,24.90,0,0
8930,青鋼,1,35.95,0,0
8931,大汽電,1,48.25,0,0
8932,智通*,1,103.50,0,0
8933,愛地雅,1,8.38,0,0
8935,邦泰,1,24.45,0,0
8936,國統,1,55.30,534,14
8937,合騏,1,169.50,0,0
8938,明安,1,75.10,114,0
8941,關中,1,67.80,0,0
8942,森鉅,1,57.70,0,0
9949,琉園,1,25.35,0,0
9950,萬國通,1,14.15,0,0
9951,皇田,1,58.30,0,0
9960,邁達康,1,25.70,0,0
9962,有益,1,14.60,0,0
1101,台泥,0,31.2,7486,416
1102,亞泥,0,40.85,-130,-91
1103,嘉泥,0,17.15,0,0
1104,環泥,0,28.45,0,0
1108,幸福,0,14.55,0,0
1109,信大,0,17.3,0,0
1110,東泥,0,19.4,0,0
1201,味全,0,17.95,0,0
1203,味王,0,36.45,0,0
1210,大成,0,53.5,953,164
1213,大飲,0,15.45,0,0
1215,卜蜂,0,95.0,-21,-2
1216,統一,0,79.6,4439,246
1217,愛之味,0,11.95,0,0
1218,泰山,0,19.65,0,0
1219,福壽,0,14.95,0,0
1220,台榮,0,17.0,0,0
1225,福懋油,0,47.8,-108,0
1227,佳格,0,35.05,0,0
1229,聯華,0,50.9,-1,0
1231,聯華食,0,157.5,0,0
1232,大統益,0,148.0,0,0
1233,天仁,0,30.4,0,0
1234,黑松,0,40.8,0,0
1235,興泰,0,81.1,0,0
1236,宏亞,0,23.0,0,0
1256,鮮活果汁-KY,0,130.5,0,0
1301,台塑,0,33.5,-627,-219
1303,南亞,0,29.95,59,-66
1304,台聚,0,11.05,0,0
1305,華夏,0,11.9,0,0
1307,三芳,0,42.45,-3543,0
1308,亞聚,0,13.6,-163,-201
1309,台達化,0,13.0,0,0
1310,台苯,0,9.96,0,0
1312,國喬,0,10.95,0,0
1313,聯成,0,8.55,0,0
1314,中石化,0,7.25,0,0
1315,達新,0,68.5,0,0
1316,上曜,0,14.25,0,0
1319,東陽,0,117.5,-1121,1392
1321,大洋,0,36.85,0,0
1323,永裕,0,24.75,0,0
1324,地球,0,12.55,0,0
1325,恆大,0,34.85,0,0
1326,台化,0,26.1,-3289,-76
1337,再生-KY,0,6.16,0,0
1338,廣華-KY,0,29.15,0,0
1339,昭輝,0,57.0,0,0
1340,勝悅-KY,0,8.7,0,0
1341,富林-KY,0,69.3,0,0
1342,八貫,0,111.0,0,0
1402,遠東新,0,31.55,-2162,230
1409,新纖,0,14.95,0,0
1410,南染,0,35.15,0,0
1413,宏洲,0,11.15,0,0
1414,東和,0,25.6,0,0
1416,廣豐,0,12.85,0,0
1417,嘉裕,0,9.05,0,0
1418,東華,0,27.0,0,0
1419,新紡,0,42.25,0,0
1423,利華,0,36.95,0,0
1432,大魯閣,0,21.3,0,0
1434,福懋,0,18.4,3,0
1435,中福,0,,0,0
1436,華友聯,0,130.5,6,0
1437,勤益控,0,34.6,0,0
1438,三地開發,0,53.1,0,0
1439,雋揚,0,31.9,0,0
1440,南紡,0,13.85,0,0
1441,大東,0,14.2,0,0
1442,名軒,0,84.1,6015,1050
1443,立益物流,0,,0,0
1444,力麗,0,8.58,0,0
1445,大宇,0,17.0,0,0
1446,宏和,0,39.75,0,0
1447,力鵬,0,7.17,0,0
1449,佳和,0,18.9,0,0
1451,年興,0,19.7,0,0
1452,宏益,0,14.6,0,0
1453,大將,0,14.15,0,0
1454,台富,0,15.5,0,0
1455,集盛,0,9.4,0,0
1456,怡華,0,14.95,0,0
1457,宜進,0,20.05,0,0
1459,聯發,0,9.24,0,0
1460,宏遠,0,7.03,0,0
1463,強盛新,0,25.0,0,0
1464,得力,0,17.8,0,0
1465,偉全,0,14.1,0,0
1466,聚隆,0,12.45,0,0
1467,南緯,0,10.55,0,0
1468,昶和,0,12.9,0,0
1470,大統新創,0,22.35,0,0
1471,首利,0,12.9,0,0
1472,三洋實業,0,70.8,0,0
1473,台南,0,36.15,0,0
1474,弘裕,0,12.35,0,0
1475,業旺,0,59.3,0,0
1476,儒鴻,0,543.0,107,0
1477,聚陽,0,355.0,824,-12
1503,士電,0,175.0,0,0
1504,東元,0,55.1,-557,-22
1506,正道,0,12.25,0,0
1512,瑞利,0,6.98,0,0
1513,中興電,0,152.0,-36,-26
1514,亞力,0,96.7,0,0
1515,力山,0,32.25,0,0
1516,川飛,0,17.25,0,0
1517,利奇,0,13.55,0,0
1519,華城,0,516.0,10,0
1521,大億,0,26.65,0,0
1522,堤維西,0,66.7,53,0
1524,耿鼎,0,39.7,-1226,0
1525,江申,0,58.6,0,0
1526,日馳,0,23.9,0,0
1527,鑽全,0,42.0,0,0
1528,恩德,0,14.55,0,0
1529,樂事綠能,0,22.8,0,0
1530,亞崴,0,30.95,0,0
1531,高林股,0,13.65,0,0
1532,勤美,0,30.85,176,0
1533,車王電,0,39.25,0,0
1535,中宇,0,60.9,-13,-3
1536,和大,0,61.2,94,0
1537,廣隆,0,154.5,-1,0
1538,正峰,0,,0,0
1539,巨庭,0,22.25,0,0
1540,喬福,0,32.4,-716,0
1541,錩泰,0,26.85,0,0
1558,伸興,0,106.5,0,0
1560,中砂,0,275.5,-1193,-50
1563,巧新,0,61.0,0,0
1568,倉佑,0,27.45,0,0
1582,信錦,0,101.0,391,0
1583,程泰,0,61.1,0,0
1587,吉茂,0,36.2,0,0
1589,永冠-KY,0,38.1,0,0
1590,亞德客-KY,0,934.0,6,120
1597,直得,0,103.5,353,0
1598,岱宇,0,32.5,0,0
1603,華電,0,35.25,0,0
1604,聲寶,0,28.25,0,0
1605,華新,0,23.7,47,0
1608,華榮,0,25.35,0,0
1609,大亞,0,40.7,8,0
1611,中電,0,15.0,0,0
1612,宏泰,0,31.95,-148,0
1614,三洋電,0,39.55,0,0
1615,大山,0,58.1,0,0
1616,億泰,0,18.35,0,0
1617,榮星,0,16.5,0,0
1618,合機,0,46.7,0,0
1626,艾美特-KY,0,14.05,0,0
1702,南僑,0,49.85,0,0
1707,葡萄王,0,149.5,2,-2
1708,東鹼,0,37.0,120,0
1709,和益,0,20.2,0,0
1710,東聯,0,14.45,0,0
1711,永光,0,21.65,0,0
1712,興農,0,46.0,-110,-104
1713,國化,0,52.1,0,0
1714,和桐,0,8.03,386,0
1717,長興,0,28.35,-22,-2
1718,中纖,0,7.37,0,0
1720,生達,0,61.8,-2,0
1721,三晃,0,15.15,0,0
1722,台肥,0,51.2,3,-11
1723,中碳,0,92.8,0,0
1725,元禎,0,32.7,0,0
1726,永記,0,75.4,0,0
1727,中華化,0,29.25,-986,0
1730,花仙子,0,53.3,0,0
1731,美吾華,0,23.1,0,0
1732,毛寶,0,28.65,0,0
1733,五鼎,0,31.95,0,0
1734,杏輝,0,31.55,0,0
1735,日勝化,0,19.55,0,0
1736,喬山,0,173.0,-556,0
1737,臺鹽,0,32.5,0,0
1752,南光,0,42.0,0,0
1760,寶齡富錦,0,89.1,0,0
1762,中化生,0,34.25,0,0
1773,勝一,0,149.5,-311,-47
1776,展宇,0,19.9,0,0
1783,和康生,0,50.5,0,0
1786,科妍,0,120.0,0,0
1789,神隆,0,22.7,0,0
1795,美時,0,278.0,-665,0
1802,台玻,0,17.6,8058,0
1805,寶徠,0,15.0,0,0
1806,冠軍,0,9.59,0,0
1808,潤隆,0,35.65,-466,0
1809,中釉,0,20.4,0,0
1810,和成,0,16.95,-16,0
1817,凱撒衛,0,43.5,0,0
1903,士紙,0,50.1,0,0
1904,正隆,0,19.45,0,0
1905,華紙,0,16.1,0,0
1906,寶隆,0,13.75,0,0
1907,永豐餘,0,29.8,7,0
1909,榮成,0,11.15,0,0
2002,中鋼,0,19.65,1282,-123
2006,東和鋼鐵,0,69.1,-259,-81
2007,燁興,0,9.41,0,0
2008,高興昌,0,29.05,0,0
2009,第一銅,0,37.5,0,0
2010,春源,0,17.95,0,0
2012,春雨,0,25.0,0,0
2013,中鋼構,0,49.9,0,0
2014,中鴻,0,18.25,1515,-165
2015,豐興,0,68.3,-932,-106
2017,官田鋼,0,10.9,0,0
2020,美亞,0,28.25,0,0
2022,聚亨,0,8.86,0,0
2023,燁輝,0,15.45,0,0
2024,志聯,0,18.95,0,0
2025,千興,0,,0,0
2027,大成鋼,0,38.1,27060,7537
2028,威致,0,21.3,0,0
2029,盛餘,0,24.2,0,0
2030,彰源,0,16.8,-2171,0
2031,新光鋼,0,45.6,-489,0
2032,新鋼,0,13.7,0,0
2033,佳大,0,21.9,-685,0
2034,允強,0,20.1,0,0
2038,海光,0,16.05,-1268,0
2049,上銀,0,325.0,10029,308
2059,川湖,0,1565.0,-42,25
2062,橋椿,0,32.05,0,0
2069,運錩,0,17.45,0,0
2101,南港,0,44.25,0,0
2102,泰豐,0,18.05,0,0
2103,台橡,0,20.35,0,0
2104,國際中橡,0,12.25,0,0
2105,正新,0,51.2,1256,578
2106,建大,0,26.8,0,0
2107,厚生,0,25.85,0,0
2108,南帝,0,33.55,0,0
2109,華豐,0,18.2,0,0
2114,鑫永銓,0,90.1,0,0
2115,六暉-KY,0,29.9,0,0
2201,裕隆,0,51.2,-7130,0
2204,中華,0,83.1,-211,-52
2206,三陽工業,0,70.5,146,-14
2207,和泰車,0,604.0,37,1
2208,台船,0,15.0,-149,-27
2211,長榮鋼,0,89.2,-286,10
2227,裕日車,0,70.4,0,0
2228,劍麟,0,97.1,0,0
2231,為升,0,97.3,449,0
2233,宇隆,0,243.0,136,61
2236,百達-KY,0,119.5,0,0
2239,英利-KY,0,34.8,0,0
2241,艾姆勒,0,29.75,0,0
2243,宏旭-KY,0,17.4,0,0
2247,汎德永業,0,298.0,-28,0
2250,IKKA-KY,0,142.5,74,0
2301,光寶科,0,107.5,233,-468
2302,麗正,0,19.45,0,0
2303,聯電,0,40.15,-2799,-1705
2305,全友,0,13.95,0,0
2308,台達電,0,415.0,3835,-49
2312,金寶,0,24.9,0,0
2313,華通,0,69.9,2842,0
2314,台揚,0,34.95,0,0
2316,楠梓電,0,50.2,0,0
2317,鴻海,0,178.0,-12062,-2137
2321,東訊,0,14.95,0,0
2323,中環,0,9.94,3,0
2324,仁寶,0,38.45,4365,-27
2327,國巨,0,571.0,821,24
2328,廣宇,0,40.45,1974,-7
2329,華泰,0,36.1,-11,-3
2330,台積電,0,1125.0,1544,15
2331,精英,0,22.7,0,0
2332,友訊,0,24.7,0,0
2337,旺宏,0,19.55,5,-6
2338,光罩,0,48.4,0,0
2340,台亞,0,27.2,0,0
2342,茂矽,0,30.75,0,0
2344,華邦電,0,14.35,-216,-4
2345,智邦,0,774.0,-771,84
2347,聯強,0,72.5,-4829,-524
2348,海悅,0,179.5,335,320
2349,錸德,0,13.6,0,0
2351,順德,0,95.1,0,0
2352,佳世達,0,35.3,-120,-119
2353,宏碁,0,38.7,-4933,-930
2354,鴻準,0,75.0,558,0
2355,敬鵬,0,37.65,0,0
2356,英業達,0,45.8,5068,336
2357,華碩,0,665.0,3592,281
2359,所羅門,0,143.5,0,0
2360,致茂,0,346.0,-12284,57
2362,藍天,0,55.7,3,0
2363,矽統,0,65.9,-2,0
2364,倫飛,0,80.5,0,0
2365,昆盈,0,45.8,984,0
2367,燿華,0,31.65,0,0
2368,金像電,0,228.0,2774,-739
2369,菱生,0,17.6,0,0
2371,大同,0,42.4,8,0
2373,震旦行,0,63.4,0,0
2374,佳能,0,63.4,0,0
2375,凱美,0,70.6,0,0
2376,技嘉,0,254.0,-135,-80
2377,微星,0,193.0,3794,-485
2379,瑞昱,0,553.0,4783,196
2380,虹光,0,4.74,0,0
2382,廣達,0,252.0,-19230,115
2383,台光電,0,615.0,1225,182
2385,群光,0,158.0,-178,-189
2387,精元,0,63.2,-35,-16
2388,威盛,0,94.6,-185,0
2390,云辰,0,12.45,0,0
2392,正崴,0,70.6,0,0
2393,億光,0,88.7,1076,-7
2395,研華,0,411.5,2714,424
2397,友通,0,76.5,0,0
2399,映泰,0,25.95,-1742,0
2401,凌陽,0,29.85,2372,0
2402,毅嘉,0,38.1,0,0
2404,漢唐,0,489.0,2860,-23
2405,輔信,0,21.15,0,0
2406,國碩,0,13.85,0,0
2408,南亞科,0,28.8,-213,-15
2409,友達,0,13.8,-4349,-412
2412,中華電,0,126.0,2800,34
2413,環科,0,24.5,0,0
2414,精技,0,36.75,0,0
2415,錩新,0,29.95,0,0
2417,圓剛,0,51.1,441,0
2419,仲琦,0,29.45,0,0
2420,新巨,0,63.5,-1079,-16
2421,建準,0,94.2,-19,0
2423,固緯,0,45.3,0,0
2424,隴華,0,60.0,0,0
2425,承啟,0,35.2,0,0
2426,鼎元,0,21.75,0,0
2427,三商電,0,28.4,0,0
2428,興勤,0,163.5,0,0
2429,銘旺科,0,30.95,0,0
2430,燦坤,0,30.05,0,0
2431,聯昌,0,14.4,0,0
2433,互盛電,0,50.0,0,0
2434,統懋,0,30.55,0,0
2436,偉詮電,0,57.2,-968,0
2438,翔耀,0,28.6,0,0
2439,美律,0,112.0,-13,0
2440,太空梭,0,12.55,0,0
2441,超豐,0,63.1,1463,248
2442,新美齊,0,25.05,0,0
2444,兆勁,0,17.85,0,0
2449,京元電子,0,108.5,-15588,-573
2450,神腦,0,33.2,0,0
2451,創見,0,86.9,-150,-67
2453,凌群,0,71.1,343,0
2454,聯發科,0,1525.0,3552,-109
2455,全新,0,166.5,598,409
2457,飛宏,0,35.65,0,0
2458,義隆,0,162.5,1019,503
2459,敦吉,0,69.7,0,0
2460,建通,0,24.1,0,0
2461,光群雷,0,19.9,0,0
2462,良得電,0,26.35,0,0
2464,盟立,0,75.8,840,0
2465,麗臺,0,72.8,0,0
2466,冠西電,0,91.0,0,0
2467,志聖,0,188.0,-90,0
2468,華經,0,33.35,0,0
2471,資通,0,63.4,0,0
2472,立隆電,0,98.2,2507,0
2474,可成,0,199.5,-580,-269
2476,鉅祥,0,89.2,0,0
2477,美隆電,0,27.1,-1261,0
2478,大毅,0,45.7,0,0
2480,敦陽科,0,158.5,451,-4
2481,強茂,0,48.2,0,0
2482,連宇,0,23.95,0,0
2483,百容,0,22.45,0,0
2484,希華,0,24.95,0,0
2485,兆赫,0,15.45,0,0
2486,一詮,0,107.0,0,0
2488,漢平,0,58.8,0,0
2489,瑞軒,0,18.2,0,0
2491,吉祥全,0,12.65,0,0
2492,華新科,0,95.8,-122,0
2493,揚博,0,98.0,1,0
2495,普安,0,32.25,-2502,0
2496,卓越,0,94.6,0,0
2497,怡利電,0,61.4,0,0
2498,宏達電,0,47.25,547,22
2501,國建,0,23.75,0,0
2504,國產,0,43.4,-796,-2
2505,國揚,0,20.9,0,0
2506,太設,0,11.7,0,0
2509,全坤建,0,15.65,0,0
2511,太子,0,10.15,0,0
2514,龍邦,0,19.05,0,0
2515,中工,0,10.55,8,0
2516,新建,0,22.25,0,0
2520,冠德,0,51.5,-50,-73
2524,京城,0,59.9,0,0
2527,宏璟,0,35.6,0,0
2528,皇普,0,40.1,0,0
2530,華建,0,38.35,0,0
2534,宏盛,0,24.5,0,0
2535,達欣工,0,56.2,0,0
2536,宏普,0,32.1,0,0
2537,聯上發,0,12.2,0,0
2538,基泰,0,14.15,0,0
2539,櫻花建,0,52.3,0,0
2540,愛山林,0,89.2,-25,0
2542,興富發,0,43.3,0,0
2543,皇昌,0,89.8,22,0
2545,皇翔,0,65.0,158,0
2546,根基,0,71.5,0,0
2547,日勝生,0,10.9,0,0
2548,華固,0,110.5,25,-12
2597,潤弘,0,158.5,299,0
2601,益航,0,7.11,0,0
2603,長榮,0,206.0,-197,1517
2605,新興,0,24.35,-275,0
2606,裕民,0,57.1,5470,-34
2607,榮運,0,29.9,-5,-8
2608,嘉里大榮,0,38.45,-216,0
2609,陽明,0,67.4,246,4
2610,華航,0,24.2,3986,0
2611,志信,0,22.15,0,0
2612,中航,0,39.1,0,0
2613,中櫃,0,31.05,-654,0
2614,東森,0,17.05,0,0
2615,萬海,0,75.1,564,-1
2616,山隆,0,17.3,0,0
2617,台航,0,29.0,-6,0
2618,長榮航,0,44.55,12915,-8768
2630,亞航,0,36.3,0,0
2633,台灣高鐵,0,27.85,-9,-30
2634,漢翔,0,45.35,-70,-14
2636,台驊控股,0,75.9,0,0
2637,慧洋-KY,0,62.0,-2605,-7
2642,宅配通,0,33.65,0,0
2645,長榮航太,0,106.0,67,-10
2646,星宇航空,0,27.25,0,0
2701,萬企,0,12.55,0,0
2702,華園,0,17.1,0,0
2704,國賓,0,52.9,0,0
2705,六福,0,18.0,0,0
2706,第一店,0,14.75,0,0
2707,晶華,0,194.0,62,0
2712,遠雄來,0,24.9,0,0
2722,夏都,0,33.95,0,0
2723,美食-KY,0,103.5,87,0
2727,王品,0,225.5,12,0
2731,雄獅,0,123.5,210,0
2739,寒舍,0,51.8,0,0
2748,雲品,0,61.1,0,0
2753,八方雲集,0,163.5,30,0
2762,世界健身-KY,0,89.8,0,0
2801,彰銀,0,18.1,2855,-41
2809,京城銀,0,50.5,-597,-77
2812,台中銀,0,18.45,-274,0
2816,旺旺保,0,32.25,0,0
2820,華票,0,15.0,0,0
2832,台產,0,29.65,0,0
2834,臺企銀,0,15.0,528,0
2836,高雄銀,0,11.6,0,0
2838,聯邦銀,0,15.35,15,0
2845,遠東銀,0,13.3,2565,291
2849,安泰銀,0,14.25,0,0
2850,新產,0,103.5,6,-12
2851,中再保,0,25.65,0,0
2852,第一保,0,25.05,0,0
2855,統一證,0,26.0,-7607,-892
2867,三商壽,0,6.86,0,0
2880,華南金,0,27.85,4738,83
2881,富邦金,0,92.3,3220,91
2882,國泰金,0,66.9,5764,225
2883,凱基金,0,17.3,5986,136
2884,玉山金,0,28.55,-4181,-197
2885,元大金,0,35.1,7586,537
2886,兆豐金,0,38.85,7547,320
2887,台新金,0,17.45,4338,391
2888,新光金,0,12.3,53,0
2889,國票金,0,14.3,-1024,-150
2890,永豐金,0,22.45,1127,689
2891,中信金,0,39.75,29647,1356
2892,第一金,0,27.7,8979,-1541
2897,王道銀行,0,9.88,-59,-232
2901,欣欣,0,27.25,0,0
2903,遠百,0,22.1,-13818,-1361
2904,匯僑,0,17.95,0,0
2905,三商,0,16.4,0,0
2906,高林,0,17.3,0,0
2908,特力,0,20.1,0,0
2910,統領,0,24.45,0,0
2911,麗嬰房,0,8.03,0,0
2912,統一超,0,260.0,248,52
2913,農林,0,19.0,0,0
2915,潤泰全,0,68.3,-836,-114
2923,鼎固-KY,0,23.8,0,0
2929,淘帝-KY,0,13.95,0,0
2939,永邑-KY,0,31.95,0,0
2945,三商家購,0,39.2,0,0
3002,歐格,0,13.85,0,0
3003,健和興,0,72.3,0,0
3004,豐達科,0,97.9,0,0
3005,神基,0,122.0,1928,-195
3006,晶豪科,0,61.8,1,0
3008,大立光,0,2795.0,212,-4
3010,華立,0,116.5,46,-74
3011,今皓,0,17.75,0,0
3013,晟銘電,0,130.5,-2111,0
3014,聯陽,0,143.0,-313,-85
3015,全漢,0,68.7,-328,-64
3016,嘉晶,0,42.05,0,0
3017,奇鋐,0,549.0,-5404,40
3018,隆銘綠能,0,27.45,0,0
3019,亞光,0,186.0,4836,927
3021,鴻名,0,25.45,-804,0
3022,威強電,0,82.4,-12,0
3023,信邦,0,271.0,-50,-4
3024,憶聲,0,18.0,0,0
3025,星通,0,69.1,0,0
3026,禾伸堂,0,88.9,0,0
3027,盛達,0,29.9,1,0
3028,增你強,0,29.95,0,0
3029,零壹,0,150.5,402,34
3030,德律,0,131.0,3,0
3031,佰鴻,0,23.35,0,0
3032,偉訓,0,91.0,0,0
3033,威健,0,34.6,-846,-154
3034,聯詠,0,544.0,-69,-92
3035,智原,0,240.5,1498,98
3036,文曄,0,106.5,-4629,0
3037,欣興,0,125.0,-7821,-771
3038,全台,0,27.25,-13,-4
3040,遠見,0,51.1,0,0
3041,揚智,0,35.35,0,0
3042,晶技,0,100.5,-505,-111
3043,科風,0,34.5,0,0
3044,健鼎,0,198.0,-496,-83
3045,台灣大,0,112.0,-1355,-839
3046,建碁,0,49.5,0,0
3047,訊舟,0,29.25,0,0
3048,益登,0,29.5,0,0
3049,精金,0,8.42,0,0
3050,鈺德,0,16.65,0,0
3051,力特,0,32.1,0,0
3052,夆典,0,11.3,0,0
3054,立萬利,0,23.4,0,0
3055,蔚華科,0,75.1,0,0
3056,富華新,0,32.45,0,0
3057,喬鼎,0,11.85,0,0
3058,立德,0,15.4,0,0
3059,華晶科,0,40.8,1370,0
3060,銘異,0,24.55,0,0
3062,建漢,0,32.25,0,0
3090,日電貿,0,72.0,-43,402
3092,鴻碩,0,26.5,0,0
3094,聯傑,0,30.25,0,0
3130,一零四,0,222.0,0,0
3138,耀登,0,113.5,0,0
3149,正達,0,31.7,0,0
3164,景岳,0,20.05,0,0
3167,大量,0,96.3,-665,0
3168,眾福科,0,47.4,0,0
3189,景碩,0,96.5,1346,0
3209,全科,0,34.15,-173,-29
3229,晟鈦,0,17.95,0,0
3231,緯創,0,104.5,5791,-42
3257,虹冠電,0,58.2,0,0
3266,昇陽,0,16.4,0,0
3296,勝德,0,28.15,0,0
3305,昇貿,0,69.4,0,0
3308,聯德,0,21.6,0,0
3311,閎暉,0,33.85,0,0
3312,弘憶股,0,52.1,0,0
3321,同泰,0,15.8,0,0
3338,泰碩,0,60.2,0,0
3346,麗清,0,33.65,0,0
3356,奇偶,0,56.6,0,0
3376,新日興,0,248.0,1745,0
3380,明泰,0,35.75,47,0
3406,玉晶光,0,475.0,2139,0
3413,京鼎,0,314.0,-82,21
3416,融程電,0,173.0,39,0
3419,譁裕,0,17.7,0,0
3432,台端,0,16.35,0,0
3437,榮創,0,21.25,0,0
3443,創意,0,1380.0,1046,173
3447,展達,0,54.6,0,0
3450,聯鈞,0,304.0,4343,-202
3454,晶睿,0,143.0,0,50
3481,群創,0,13.8,14,0
3494,誠研,0,19.1,0,0
3501,維熹,0,60.2,0,0
3504,揚明光,0,62.9,0,0
3515,華擎,0,231.0,-34,0
3518,柏騰,0,22.4,0,0
3528,安馳,0,51.2,0,0
3530,晶相光,0,83.2,0,0
3532,台勝科,0,84.6,-184,0
3533,嘉澤,0,1880.0,-375,62
3535,晶彩科,0,47.55,0,0
3543,州巧,0,22.75,0,0
3545,敦泰,0,77.5,-58,-50
3550,聯穎,0,16.45,0,0
3557,嘉威,0,70.0,0,0
3563,牧德,0,375.0,0,0
3576,聯合再生,0,9.91,0,0
3583,辛耘,0,349.0,-27,-66
3588,通嘉,0,64.6,-587,0
3591,艾笛森,0,24.0,0,0
3592,瑞鼎,0,392.5,1220,-13
3593,力銘,0,7.83,0,0
3596,智易,0,196.0,2535,66
3605,宏致,0,58.8,0,0
3607,谷崧,0,18.25,0,0
3617,碩天,0,333.0,-372,0
3622,洋華,0,57.0,-984,0
3645,達邁,0,79.3,506,0
3652,精聯,0,37.8,0,0
3653,健策,0,1295.0,-969,204
3661,世芯-KY,0,3605.0,571,265
3665,貿聯-KY,0,646.0,1698,248
3669,圓展,0,42.0,0,0
3673,TPK-KY,0,39.75,-191,0
3679,新至陞,0,148.0,0,0
3686,達能,0,17.45,0,0
3694,海華,0,61.5,420,0
3701,大眾控,0,38.65,0,0
3702,大聯大,0,70.1,-7314,-794
3703,欣陸,0,29.7,412,-116
3704,合勤控,0,40.3,0,0
3705,永信,0,55.3,2,0
3706,神達,0,75.4,-6213,132
3708,上緯投控,0,83.6,0,0
3711,日月光投控,0,164.5,-2840,-765
3712,永崴投控,0,63.8,0,0
3714,富采,0,44.15,-20,-5
3715,定穎投控,0,60.0,-3066,0
3716,中化控股,0,38.15,0,0
4104,佳醫,0,86.1,39,0
4106,雃博,0,24.6,0,0
4108,懷特,0,16.45,0,0
4119,旭富,0,86.0,0,0
4133,亞諾法,0,30.65,0,0
4137,麗豐-KY,0,111.0,-39,0
4142,國光生,0,25.05,0,0
4148,全宇生技-KY,0,48.05,0,0
4155,訊映,0,20.75,0,0
4164,承業醫,0,50.7,1,0
4190,佐登-KY,0,44.4,0,0
4306,炎洲,0,17.8,0,0
4414,如興,0,3.28,0,0
4426,利勤,0,10.55,0,0
4438,廣越,0,98.3,-39,0
4439,冠星-KY,0,103.5,0,0
4440,宜新實業,0,23.6,0,0
4526,東台,0,31.15,0,0
4532,瑞智,0,28.0,0,0
4536,拓凱,0,202.0,-95,-3
4540,全球傳動,0,57.5,0,0
4545,銘鈺,0,45.6,0,0
4551,智伸科,0,107.0,-20,54
4552,力達-KY,0,23.0,0,0
4555,氣立,0,40.85,0,0
4557,永新-KY,0,129.0,-352,0
4560,強信-KY,0,35.0,0,0
4562,穎漢,0,58.5,0,0
4564,元翎,0,23.2,0,0
4566,時碩工業,0,72.5,0,0
4569,六方科-KY,0,168.5,0,0
4571,鈞興-KY,0,215.5,-381,0
4572,駐龍,0,157.5,0,0
4576,大銀微系統,0,169.0,383,5
4581,光隆精密-KY,0,51.8,0,0
4583,台灣精銳,0,868.0,1042,9
4588,玖鼎電力,0,82.5,0,0
4720,德淵,0,19.3,0,0
4722,國精化,0,54.5,0,0
4736,泰博,0,143.5,-20,0
4737,華廣,0,66.2,0,0
4739,康普,0,53.7,0,0
4746,台耀,0,74.1,20,0
4755,三福化,0,122.5,0,0
4763,材料-KY,0,862.0,-576,-3
4764,雙鍵,0,46.5,0,0
4766,南寶,0,338.0,122,1
4770,上品,0,284.5,-138,0
4771,望隼,0,174.0,0,0
4807,日成-KY,0,17.7,0,0
4904,遠傳,0,90.1,889,-710
4906,正文,0,33.9,-34,0
4912,聯德控股-KY,0,134.0,358,0
4915,致伸,0,87.9,-3013,-55
4916,事欣科,0,38.3,0,0
4919,新唐,0,94.9,28,-1
4927,泰鼎-KY,0,38.15,0,0
4930,燦星網,0,30.25,0,0
4934,太極,0,12.65,0,0
4935,茂林-KY,0,56.7,-803,0
4938,和碩,0,96.5,-9372,-1053
4942,嘉彰,0,40.3,0,0
4943,康控-KY,0,18.3,0,0
4949,有成精密,0,21.9,0,0
4952,凌通,0,54.6,273,0
4956,光鋐,0,31.75,0,0
4958,臻鼎-KY,0,118.5,-2029,10
4960,誠美材,0,13.9,0,0
4961,天鈺,0,231.0,-205,-58
4967,十銓,0,78.5,0,0
